New Acc. No.,Old Acc. Number,Acc.Name,Meter No.,Phone No.,Zone,Sub-Zone,Longitude,Latitude,Walkroute,Water,Sewer,Connection Status,Tarriff,Building Type,House Type,Hse. Units
28541,2100228541,,,,GITAMBAYA,GITAMBAYA,270815.6634,9872055,Unknown,,,,,,,
26624,2100226624,,,,GITAMBAYA,GITAMBAYA,270822.6295,9872043.447,Unknown,,,,,,,
26511,2100226511,,,,GITAMBAYA,GITAMBAYA,270822.2555,9872047.539,Unknown,,,,,,,
26038,2100226038,,,,GITAMBAYA,GITAMBAYA,270891.3873,9871921.06,Unknown,,,,,,,
23563,2100223563,,,,GITAMBAYA,GITAMBAYA,270850.9384,9871845.784,Unknown,,,,,,,
23995,2100223995,,,,GITAMBAYA,GITAMBAYA,270829.7057,9871855.152,Unknown,,,,,,,
18227,2100218227,,,,GITAMBAYA,GITAMBAYA,270857.0695,9871783.335,Unknown,,,,,,,
14437,2100214437,,,,GITAMBAYA,GITAMBAYA,270907.8,9871829.512,Unknown,,,,,,,
6504,2100206504,,,,GITAMBAYA,GITAMBAYA,270946.6606,9871818.13,Unknown,,,,,,,
18219,2100218219,,,,GITAMBAYA,GITAMBAYA,270954.6147,9871851.445,Unknown,,,,,,,
9447,2100209447,,,,GITAMBAYA,GITAMBAYA,270939.1332,9871861.591,Unknown,,,,,,,
5649,2100205649,,,,GITAMBAYA,GITAMBAYA,270958.3564,9871859.927,Unknown,,,,,,,
9354,2100209354,,,,GITAMBAYA,GITAMBAYA,270988.0386,9871891.434,Unknown,,,,,,,
21665,2100221665,,,,GITAMBAYA,GITAMBAYA,270952.806,9871991.319,Unknown,,,,,,,
22475,2100222475,,,,GITAMBAYA,GITAMBAYA,270922.609,9872029.934,Unknown,,,,,,,
23772,2100223772,,,,GITAMBAYA,GITAMBAYA,270939.2706,9872055.587,Unknown,,,,,,,
13829,2100213829,,,,GITAMBAYA,GITAMBAYA,270957.0048,9872085.961,Unknown,,,,,,,
16782,2100216782,,,,GITAMBAYA,GITAMBAYA,270928.8858,9872124.743,Unknown,,,,,,,
6959,2100206959,,,,GITAMBAYA,GITAMBAYA,270967.6382,9872134.449,Unknown,,,,,,,
24955,2100224955,,,,GITAMBAYA,GITAMBAYA,271009.0738,9872128.746,Unknown,,,,,,,
21799,2100221799,,,,GITAMBAYA,GITAMBAYA,271078.9681,9872152.927,Unknown,,,,,,,
24887,2100224887,,,,GITAMBAYA,GITAMBAYA,271090.9534,9872154.041,Unknown,,,,,,,
13826,2100213826,,,,GITAMBAYA,GITAMBAYA,271030.3885,9872108.669,Unknown,,,,,,,
12706,2100212706,,,,GITAMBAYA,GITAMBAYA,270660.1759,9872674.427,Unknown,,,,,,,
843,2100200843,,,,GITAMBAYA,GITAMBAYA,270681.7666,9872683.236,Unknown,,,,,,,
6952,2100206952,,,,GITAMBAYA,GITAMBAYA,270699.848,9872593.016,Unknown,,,,,,,
20665,2100220665,,,,GITAMBAYA,GITAMBAYA,270724.5392,9872547.871,Unknown,,,,,,,
25738,2100225738,,,,GITAMBAYA,GITAMBAYA,270744.2477,9872542.465,Unknown,,,,,,,
15453,2100215453,,,,GITAMBAYA,GITAMBAYA,270765.8281,9872539.771,Unknown,,,,,,,
6519,2100206519,,,,GITAMBAYA,GITAMBAYA,270776.6094,9872537.973,Unknown,,,,,,,
10557,2100210557,,,,GITAMBAYA,GITAMBAYA,270808.702,9872520.834,Unknown,,,,,,,
10079,2100210079,,,,GITAMBAYA,GITAMBAYA,270897.5413,9872466.722,Unknown,,,,,,,
12825,2100212825,,,,GITAMBAYA,GITAMBAYA,270907.6975,9872687.915,Unknown,,,,,,,
9352,2100209352,,,,GITAMBAYA,GITAMBAYA,271038.4111,9872637.243,Unknown,,,,,,,
1013,2100201013,,,,GITAMBAYA,GITAMBAYA,271091.4493,9872674.093,Unknown,,,,,,,
20661,2100220661,,,,GITAMBAYA,GITAMBAYA,271103.4475,9872734.38,Unknown,,,,,,,
6951,2100206951,,,,GITAMBAYA,GITAMBAYA,271036.3755,9872706.81,Unknown,,,,,,,
8895,2100208895,,,,GITAMBAYA,GITAMBAYA,271005.3309,9872660.224,Unknown,,,,,,,
27722,2100227722,,,,GITAMBAYA,GITAMBAYA,270977.8048,9872597.493,Unknown,,,,,,,
23452,2100223452,,,,GITAMBAYA,GITAMBAYA,270978.4447,9872610.711,Unknown,,,,,,,
20403,2100220403,,,,GITAMBAYA,GITAMBAYA,270934.4598,9872523.966,Unknown,,,,,,,
11069,2100211069,,,,GITAMBAYA,GITAMBAYA,270909.5025,9872526.584,Unknown,,,,,,,
1050,2100201050,,,,GITAMBAYA,GITAMBAYA,270973.6009,9872509.451,Unknown,,,,,,,
148,2100200148,,,,GITAMBAYA,GITAMBAYA,271045.1699,9872424.726,Unknown,,,,,,,
28408,2100228408,,,,GITAMBAYA,GITAMBAYA,271012.9523,9872435.21,Unknown,,,,,,,
1025,2100201025,,,,GITAMBAYA,GITAMBAYA,271014.4839,9872446.916,Unknown,,,,,,,
23853,2100223853,,,,GITAMBAYA,GITAMBAYA,271048.707,9872588.198,Unknown,,,,,,,
6926,2100206926,,,,GITAMBAYA,GITAMBAYA,271058.8884,9872594.731,Unknown,,,,,,,
7411,2100207411,,,,GITAMBAYA,GITAMBAYA,271082.303,9872570.047,Unknown,,,,,,,
7406,2100207406,,,,GITAMBAYA,GITAMBAYA,271111.2085,9872546.897,Unknown,,,,,,,
961,2100200961,,,,GITAMBAYA,GITAMBAYA,271179.3465,9872537.029,Unknown,,,,,,,
24300,2100224300,,,,GITAMBAYA,GITAMBAYA,271216.2165,9872507.064,Unknown,,,,,,,
7772,2100207772,,,,GITAMBAYA,GITAMBAYA,271219.6526,9872527.859,Unknown,,,,,,,
7804,2100207804,,,,GITAMBAYA,GITAMBAYA,271233.4291,9872514.929,Unknown,,,,,,,
1004,2100201004,,,,GITAMBAYA,GITAMBAYA,271234.1684,9872518.966,Unknown,,,,,,,
26108,2100226108,,,,GITAMBAYA,GITAMBAYA,271244.6959,9872508.817,Unknown,,,,,,,
27468,2100227468,,,,GITAMBAYA,GITAMBAYA,271268.3858,9872488.336,Unknown,,,,,,,
2627,2100202627,,,,GITAMBAYA,GITAMBAYA,271253.6367,9872460.546,Unknown,,,,,,,
23042,2100223042,,,,GITAMBAYA,GITAMBAYA,271284.9239,9872530.837,Unknown,,,,,,,
26917,2100226917,,,,GITAMBAYA,GITAMBAYA,271285.1384,9872567.816,Unknown,,,,,,,
10070,2100210070,,,,GITAMBAYA,GITAMBAYA,271264.4637,9872575.266,Unknown,,,,,,,
10536,2100210536,,,,GITAMBAYA,GITAMBAYA,271252.8619,9872582.945,Unknown,,,,,,,
26581,2100226581,,,,GITAMBAYA,GITAMBAYA,271217.9914,9872592.911,Unknown,,,,,,,
958,2100200958,,,,GITAMBAYA,GITAMBAYA,271162.3299,9872591.783,Unknown,,,,,,,
1012,2100201012,,,,GITAMBAYA,GITAMBAYA,271151.3815,9872619.462,Unknown,,,,,,,
1009,2100201009,,,,GITAMBAYA,GITAMBAYA,271146.7916,9872603.459,Unknown,,,,,,,
955,2100200955,,,,GITAMBAYA,GITAMBAYA,271148.0182,9872626.428,Unknown,,,,,,,
6461,2100206461,,,,GITAMBAYA,GITAMBAYA,271126.9009,9872630.099,Unknown,,,,,,,
26643,2100226643,,,,GITAMBAYA,GITAMBAYA,271105.0311,9872622.415,Unknown,,,,,,,
942,2100200942,,,,GITAMBAYA,GITAMBAYA,271231.2044,9872666.729,Unknown,,,,,,,
718,2100200718,,,,GITAMBAYA,GITAMBAYA,271278.9144,9872656.496,Unknown,,,,,,,
25055,2100225055,,,,GITAMBAYA,GITAMBAYA,271298.4808,9872642.205,Unknown,,,,,,,
25060,2100225060,,,,GITAMBAYA,GITAMBAYA,271317.4664,9872635.712,Unknown,,,,,,,
13445,2100213445,,,,GITAMBAYA,GITAMBAYA,271268.4539,9872779.68,Unknown,,,,,,,
953,2100200953,,,,GITAMBAYA,GITAMBAYA,271286.08,9872780.136,Unknown,,,,,,,
26647,2100226647,,,,GITAMBAYA,GITAMBAYA,271348.4751,9872783.499,Unknown,,,,,,,
24753,2100224753,,,,GITAMBAYA,GITAMBAYA,271432.5463,9872780.075,Unknown,,,,,,,
7771,2100207771,,,,GITAMBAYA,GITAMBAYA,271373.1797,9872822.54,Unknown,,,,,,,
26921,2100226921,,,,GITAMBAYA,GITAMBAYA,271596.2527,9872749.482,Unknown,,,,,,,
24542,2100224542,,,,GITAMBAYA,GITAMBAYA,271586.2278,9872757.273,Unknown,,,,,,,
26113,2100226113,,,,GITAMBAYA,GITAMBAYA,271570.9491,9872769.446,Unknown,,,,,,,
26890,2100226890,,,,GITAMBAYA,GITAMBAYA,271471.5808,9872784.841,Unknown,,,,,,,
1081,2100201081,,,,GITAMBAYA,GITAMBAYA,271405.8646,9872729.769,Unknown,,,,,,,
25290,2100225290,,,,GITAMBAYA,GITAMBAYA,271405.3606,9872708.182,Unknown,,,,,,,
721,2100200721,,,,GITAMBAYA,GITAMBAYA,271386.0831,9872656.481,Unknown,,,,,,,
11062,2100211062,,,,GITAMBAYA,GITAMBAYA,271418.4115,9872723.805,Unknown,,,,,,,
25065,2100225065,,,,GITAMBAYA,GITAMBAYA,271388.2437,9872644.943,Unknown,,,,,,,
8191,2100208191,,,,GITAMBAYA,GITAMBAYA,271364.0329,9872564.518,Unknown,,,,,,,
6949,2100206949,,,,GITAMBAYA,GITAMBAYA,271333.8932,9872498.227,Unknown,,,,,,,
25733,2100225733,,,,GITAMBAYA,GITAMBAYA,271331.9792,9872502.354,Unknown,,,,,,,
25232,2100225232,,,,GITAMBAYA,GITAMBAYA,271339.3466,9872474.654,Unknown,,,,,,,
1014,2100201014,,,,GITAMBAYA,GITAMBAYA,271301.7108,9872434.257,Unknown,,,,,,,
7792,2100207792,,,,GITAMBAYA,GITAMBAYA,271304.7037,9872375.05,Unknown,,,,,,,
6522,2100206522,,,,GITAMBAYA,GITAMBAYA,271297.8082,9872365.865,Unknown,,,,,,,
19679,2100219679,,,,GITAMBAYA,GITAMBAYA,271292.8307,9872347.207,Unknown,,,,,,,
20205,2100220205,,,,GITAMBAYA,GITAMBAYA,271276.153,9872343.95,Unknown,,,,,,,
27719,2100227719,,,,GITAMBAYA,GITAMBAYA,271144.5622,9872376.446,Unknown,,,,,,,
20022,2100220022,,,,GITAMBAYA,GITAMBAYA,271023.9303,9872418,Unknown,,,,,,,
6260,2100206260,,,,GITAMBAYA,GITAMBAYA,271289.5083,9872323.24,Unknown,,,,,,,
21102,2100221102,,,,GITAMBAYA,GITAMBAYA,271293.0289,9872329.676,Unknown,,,,,,,
27008,2100227008,,,,GITAMBAYA,GITAMBAYA,271270.1374,9872246.745,Unknown,,,,,,,
20808,2100220808,,,,GITAMBAYA,GITAMBAYA,271268.5504,9872234.836,Unknown,,,,,,,
22161,2100222161,,,,GITAMBAYA,GITAMBAYA,271303.466,9872213.681,Unknown,,,,,,,
24115,2100224115,,,,GITAMBAYA,GITAMBAYA,271198.8608,9872158.488,Unknown,,,,,,,
23565,2100223565,,,,GITAMBAYA,GITAMBAYA,271168.2184,9872171.665,Unknown,,,,,,,
14627,2100214627,,,,GITAMBAYA,GITAMBAYA,271129.0801,9872131.156,Unknown,,,,,,,
1034,2100201034,,,,GITAMBAYA,GITAMBAYA,271148.0135,9872145.474,Unknown,,,,,,,
6448,2100206448,,,,GITAMBAYA,GITAMBAYA,271307.4089,9872046.951,Unknown,,,,,,,
9364,2100209364,,,,GITAMBAYA,GITAMBAYA,271250.1741,9872014.982,Unknown,,,,,,,
16975,2100216975,,,,GITAMBAYA,GITAMBAYA,271243.4224,9872063.458,Unknown,,,,,,,
26258,2100226258,,,,GITAMBAYA,GITAMBAYA,271187.1809,9872094.625,Unknown,,,,,,,
13828,2100213828,,,,GITAMBAYA,GITAMBAYA,271124.6891,9872071.133,Unknown,,,,,,,
27302,2100227302,,,,GITAMBAYA,GITAMBAYA,271010.5268,9872069.686,Unknown,,,,,,,
26644,2100226644,,,,GITAMBAYA,GITAMBAYA,271200.3,9872118.341,Unknown,,,,,,,
26029,2100226029,,,,GITAMBAYA,GITAMBAYA,271004.2894,9872022.896,Unknown,,,,,,,
27127,2100227127,,,,GITAMBAYA,GITAMBAYA,271054.4977,9871970.6,Unknown,,,,,,,
24748,2100224748,,,,GITAMBAYA,GITAMBAYA,271078.7292,9871970.82,Unknown,,,,,,,
26648,2100226648,,,,GITAMBAYA,GITAMBAYA,271093.6182,9871958.959,Unknown,,,,,,,
16948,2100216948,,,,GITAMBAYA,GITAMBAYA,271102.0082,9871928.402,Unknown,,,,,,,
6494,2100206494,,,,GITAMBAYA,GITAMBAYA,271163.2894,9872009.26,Unknown,,,,,,,
9379,2100209379,,,,GITAMBAYA,GITAMBAYA,271175.2853,9872021.085,Unknown,,,,,,,
21105,2100221105,,,,GITAMBAYA,GITAMBAYA,271614.5385,9872632.386,Unknown,,,,,,,
15183,2100215183,,,,GITAMBAYA,GITAMBAYA,271621.5066,9872669.554,Unknown,,,,,,,
28056,2100228056,,,,GITAMBAYA,GITAMBAYA,271598.0907,9872670.532,Unknown,,,,,,,
27603,2100227603,,,,GITAMBAYA,GITAMBAYA,271561.972,9872687.723,Unknown,,,,,,,
26078,2100226078,,,,GITAMBAYA,GITAMBAYA,271477.6457,9872710.631,Unknown,,,,,,,
20870,2100220870,,,,GITAMBAYA,GITAMBAYA,271414.3359,9872715.028,Unknown,,,,,,,
26480,2100226480,,,,GITAMBAYA,GITAMBAYA,271569.7067,9872613.773,Unknown,,,,,,,
25058,2100225058,,,,GITAMBAYA,GITAMBAYA,271592.2788,9872599.374,Unknown,,,,,,,
27998,2100227998,,,,GITAMBAYA,GITAMBAYA,271590.7725,9872527.021,Unknown,,,,,,,
18964,2100218964,,,,GITAMBAYA,GITAMBAYA,271530.9255,9872540.84,Unknown,,,,,,,
18924,2100218924,,,,GITAMBAYA,GITAMBAYA,271428.6111,9872602.261,Unknown,,,,,,,
6523,2100206523,,,,GITAMBAYA,GITAMBAYA,271420.8832,9872589.518,Unknown,,,,,,,
24747,2100224747,,,,GITAMBAYA,GITAMBAYA,271421.0876,9872614.79,Unknown,,,,,,,
23435,2100223435,,,,GITAMBAYA,GITAMBAYA,271425.8118,9872521.87,Unknown,,,,,,,
24314,2100224314,,,,GITAMBAYA,GITAMBAYA,271480.6298,9872483.235,Unknown,,,,,,,
9435,2100209435,,,,GITAMBAYA,GITAMBAYA,271499.638,9872471.028,Unknown,,,,,,,
915,2100200915,,,,GITAMBAYA,GITAMBAYA,271559.5604,9872378.35,Unknown,,,,,,,
23694,2100223694,,,,GITAMBAYA,GITAMBAYA,271487.2616,9872395.219,Unknown,,,,,,,
20121,2100220121,,,,GITAMBAYA,GITAMBAYA,271475.0457,9872405.331,Unknown,,,,,,,
18032,2100218032,,,,GITAMBAYA,GITAMBAYA,271428.4973,9872451.326,Unknown,,,,,,,
18089,2100218089,,,,GITAMBAYA,GITAMBAYA,271411.4479,9872448.77,Unknown,,,,,,,
7221,2100207221,,,,GITAMBAYA,GITAMBAYA,271395.158,9872448.021,Unknown,,,,,,,
19647,2100219647,,,,GITAMBAYA,GITAMBAYA,271466.621,9872329.802,Unknown,,,,,,,
26744,2100226744,,,,GITAMBAYA,GITAMBAYA,271487.3348,9872319.402,Unknown,,,,,,,
18220,2100218220,,,,GITAMBAYA,GITAMBAYA,271483.9205,9872319.842,Unknown,,,,,,,
26966,2100226966,,,,GITAMBAYA,GITAMBAYA,271498.5794,9872318.341,Unknown,,,,,,,
20074,2100220074,,,,GITAMBAYA,GITAMBAYA,271513.0373,9872312.397,Unknown,,,,,,,
17026,2100217026,,,,GITAMBAYA,GITAMBAYA,271402.0996,9872264.998,Unknown,,,,,,,
9424,2100209424,,,,GITAMBAYA,GITAMBAYA,271394.9567,9872315.63,Unknown,,,,,,,
26763,2100226763,,,,GITAMBAYA,GITAMBAYA,271408.7436,9872339.696,Unknown,,,,,,,
16546,2100216546,,,,GITAMBAYA,GITAMBAYA,271323.5927,9872322.509,Unknown,,,,,,,
10756,2100210756,,,,GITAMBAYA,GITAMBAYA,271333.5074,9872236.044,Unknown,,,,,,,
889,2100200889,,,,GITAMBAYA,GITAMBAYA,271382.7878,9872260.726,Unknown,,,,,,,
25734,2100225734,,,,GITAMBAYA,GITAMBAYA,271378.7659,9872229.091,Unknown,,,,,,,
24315,2100224315,,,,GITAMBAYA,GITAMBAYA,271427.7556,9872193.936,Unknown,,,,,,,
16303,2100216303,,,,GITAMBAYA,GITAMBAYA,271451.8083,9872184.773,Unknown,,,,,,,
12016,2100212016,,,,GITAMBAYA,GITAMBAYA,271454.0734,9872182.729,Unknown,,,,,,,
25609,2100225609,,,,GITAMBAYA,GITAMBAYA,271426.8778,9872124.993,Unknown,,,,,,,
24750,2100224750,,,,GITAMBAYA,GITAMBAYA,271397.1728,9872124.843,Unknown,,,,,,,
27777,2100227777,,,,GITAMBAYA,GITAMBAYA,271363.5837,9872133.372,Unknown,,,,,,,
23774,2100223774,,,,GITAMBAYA,GITAMBAYA,271397.9278,9872081.377,Unknown,,,,,,,
25942,2100225942,,,,GITAMBAYA,GITAMBAYA,271402.4971,9872048.845,Unknown,,,,,,,
936,2100200936,,,,GITAMBAYA,GITAMBAYA,271423.4673,9872043.311,Unknown,,,,,,,
11980,2100211980,,,,GITAMBAYA,GITAMBAYA,271359.8186,9872054.602,Unknown,,,,,,,
9450,2100209450,,,,GITAMBAYA,GITAMBAYA,271348.8177,9872001.063,Unknown,,,,,,,
13585,2100213585,,,,GITAMBAYA,GITAMBAYA,271286.2128,9871980.242,Unknown,,,,,,,
24399,2100224399,,,,GITAMBAYA,GITAMBAYA,271273.6895,9871902.554,Unknown,,,,,,,
18857,2100218857,,,,GITAMBAYA,GITAMBAYA,271283.6867,9871907.317,Unknown,,,,,,,
914,2100200914,,,,GITAMBAYA,GITAMBAYA,271249.1807,9871824.285,Unknown,,,,,,,
23699,2100223699,,,,GITAMBAYA,GITAMBAYA,271162.1802,9871799.207,Unknown,,,,,,,
25144,2100225144,,,,GITAMBAYA,GITAMBAYA,271155.9391,9871706.647,Unknown,,,,,,,
8444,2100208444,,,,GITAMBAYA,GITAMBAYA,271074.1237,9871720.929,Unknown,,,,,,,
728,2100200728,,,,GITAMBAYA,GITAMBAYA,271074.114,9871734.349,Unknown,,,,,,,
15457,2100215457,,,,GITAMBAYA,GITAMBAYA,271105.949,9871841.656,Unknown,,,,,,,
7228,2100207228,,,,GITAMBAYA,GITAMBAYA,271153.1254,9871876.309,Unknown,,,,,,,
27010,2100227010,,,,GITAMBAYA,GITAMBAYA,271080.2102,9871898.727,Unknown,,,,,,,
25735,2100225735,,,,GITAMBAYA,GITAMBAYA,271031.5167,9871908.959,Unknown,,,,,,,
998,2100200998,,,,GITAMBAYA,GITAMBAYA,271051.2743,9871886.963,Unknown,,,,,,,
13834,2100213834,,,,GITAMBAYA,GITAMBAYA,271042.8857,9871864.302,Unknown,,,,,,,
997,2100200997,,,,GITAMBAYA,GITAMBAYA,271013.5745,9871858.474,Unknown,,,,,,,
7234,2100207234,,,,GITAMBAYA,GITAMBAYA,271008.7661,9871811.373,Unknown,,,,,,,
987,2100200987,,,,GITAMBAYA,GITAMBAYA,270988.1911,9871758.287,Unknown,,,,,,,
27952,2100227952,,,,GITAMBAYA,GITAMBAYA,271002.0419,9871745.283,Unknown,,,,,,,
11674,2100211674,,,,GITAMBAYA,GITAMBAYA,271304.5709,9871815.459,Unknown,,,,,,,
24508,2100224508,,,,GITAMBAYA,GITAMBAYA,271338.7921,9871805.197,Unknown,,,,,,,
23450,2100223450,,,,GITAMBAYA,GITAMBAYA,271350.6643,9871885.319,Unknown,,,,,,,
25495,2100225495,,,,GITAMBAYA,GITAMBAYA,271369.6414,9871941.666,Unknown,,,,,,,
27450,2100227450,,,,GITAMBAYA,GITAMBAYA,271431.3407,9872008.754,Unknown,,,,,,,
27451,2100227451,,,,GITAMBAYA,GITAMBAYA,271448.8211,9872005.264,Unknown,,,,,,,
951,2100200951,,,,GITAMBAYA,GITAMBAYA,271457.9023,9871993.953,Unknown,,,,,,,
9430,2100209430,,,,GITAMBAYA,GITAMBAYA,271455.7472,9871946.613,Unknown,,,,,,,
903,2100200903,,,,GITAMBAYA,GITAMBAYA,271454.9713,9871839.587,Unknown,,,,,,,
13209,2100213209,,,,GITAMBAYA,GITAMBAYA,271501.195,9871883.124,Unknown,,,,,,,
27452,2100227452,,,,GITAMBAYA,GITAMBAYA,271488.1244,9871971.762,Unknown,,,,,,,
23851,2100223851,,,,GITAMBAYA,GITAMBAYA,271707.4328,9872795.425,Unknown,,,,,,,
860,2100200860,,,,GITAMBAYA,GITAMBAYA,271681.6867,9872759.996,Unknown,,,,,,,
17285,2100217285,,,,GITAMBAYA,GITAMBAYA,271865.0435,9872649.157,Unknown,,,,,,,
21887,2100221887,,,,GITAMBAYA,GITAMBAYA,271779.8903,9872609.722,Unknown,,,,,,,
23478,2100223478,,,,GITAMBAYA,GITAMBAYA,271760.1588,9872647.312,Unknown,,,,,,,
6855,2100206855,,,,GITAMBAYA,GITAMBAYA,271650.7079,9872570.457,Unknown,,,,,,,
8054,2100208054,,,,GITAMBAYA,GITAMBAYA,271686.9672,9872615.553,Unknown,,,,,,,
194,2100200194,,,,GITAMBAYA,GITAMBAYA,271701.0441,9872623.435,Unknown,,,,,,,
26918,2100226918,,,,GITAMBAYA,GITAMBAYA,271738.3906,9872550.188,Unknown,,,,,,,
21800,2100221800,,,,GITAMBAYA,GITAMBAYA,271761.2018,9872538.665,Unknown,,,,,,,
27126,2100227126,,,,GITAMBAYA,GITAMBAYA,271736.4321,9872461.429,Unknown,,,,,,,
25941,2100225941,,,,GITAMBAYA,GITAMBAYA,271703.3136,9872486.419,Unknown,,,,,,,
23562,2100223562,,,,GITAMBAYA,GITAMBAYA,271708.2113,9872487.307,Unknown,,,,,,,
776,2100200776,,,,GITAMBAYA,GITAMBAYA,271618.2258,9872587.872,Unknown,,,,,,,
879,2100200879,,,,GITAMBAYA,GITAMBAYA,271611.7663,9872565.673,Unknown,,,,,,,
25496,2100225496,,,,GITAMBAYA,GITAMBAYA,271617.1106,9872513.381,Unknown,,,,,,,
28706,2100228706,,,,GITAMBAYA,GITAMBAYA,271606.3633,9872493.796,Unknown,,,,,,,
821,2100200821,,,,GITAMBAYA,GITAMBAYA,271694.3505,9872437.139,Unknown,,,,,,,
26110,2100226110,,,,GITAMBAYA,GITAMBAYA,271698.5697,9872426.728,Unknown,,,,,,,
23856,2100223856,,,,GITAMBAYA,GITAMBAYA,271748.9439,9872401.178,Unknown,,,,,,,
22608,2100222608,,,,GITAMBAYA,GITAMBAYA,271609.3012,9872330.642,Unknown,,,,,,,
6767,2100206767,,,,GITAMBAYA,GITAMBAYA,271613.117,9872339.438,Unknown,,,,,,,
14441,2100214441,,,,GITAMBAYA,GITAMBAYA,271675.8641,9872317.51,Unknown,,,,,,,
7795,2100207795,,,,GITAMBAYA,GITAMBAYA,271740.0754,9872323.603,Unknown,,,,,,,
24643,2100224643,,,,GITAMBAYA,GITAMBAYA,271729.5832,9872310.452,Unknown,,,,,,,
19402,2100219402,,,,GITAMBAYA,GITAMBAYA,271668.27,9872248.157,Unknown,,,,,,,
26296,2100226296,,,,GITAMBAYA,GITAMBAYA,271637.8618,9872271.067,Unknown,,,,,,,
13263,2100213263,,,,GITAMBAYA,GITAMBAYA,271613.8541,9872269.317,Unknown,,,,,,,
23696,2100223696,,,,GITAMBAYA,GITAMBAYA,271619.0869,9872320.013,Unknown,,,,,,,
24051,2100224051,,,,GITAMBAYA,GITAMBAYA,271541.6629,9872291.366,Unknown,,,,,,,
20768,2100220768,,,,GITAMBAYA,GITAMBAYA,271568.1428,9872415.389,Unknown,,,,,,,
12333,2100212333,,,,GITAMBAYA,GITAMBAYA,271516.9806,9872221.725,Unknown,,,,,,,
22221,2100222221,,,,GITAMBAYA,GITAMBAYA,271547.5817,9872214.115,Unknown,,,,,,,
14189,2100214189,,,,GITAMBAYA,GITAMBAYA,271589.3924,9872202.661,Unknown,,,,,,,
25230,2100225230,,,,GITAMBAYA,GITAMBAYA,271691.4451,9872169.518,Unknown,,,,,,,
719,2100200719,,,,GITAMBAYA,GITAMBAYA,271574.042,9872134.169,Unknown,,,,,,,
17475,2100217475,,,,GITAMBAYA,GITAMBAYA,271532.0216,9872153.513,Unknown,,,,,,,
16560,2100216560,,,,GITAMBAYA,GITAMBAYA,271483.5309,9872191.469,Unknown,,,,,,,
944,2100200944,,,,GITAMBAYA,GITAMBAYA,271619.1595,9872039.932,Unknown,,,,,,,
24116,2100224116,,,,GITAMBAYA,GITAMBAYA,271611.7567,9871962.45,Unknown,,,,,,,
27518,2100227518,,,,GITAMBAYA,GITAMBAYA,271552.4801,9871932.01,Unknown,,,,,,,
6496,2100206496,,,,GITAMBAYA,GITAMBAYA,271641.551,9871864.921,Unknown,,,,,,,
25801,2100225801,,,,GITAMBAYA,GITAMBAYA,271659.7629,9871876.234,Unknown,,,,,,,
18535,2100218535,,,,GITAMBAYA,GITAMBAYA,271666.7157,9871780.605,Unknown,,,,,,,
22484,2100222484,,,,GITAMBAYA,GITAMBAYA,271590.38,9871735.461,Unknown,,,,,,,
26583,2100226583,,,,GITAMBAYA,GITAMBAYA,271576.6838,9871740.225,Unknown,,,,,,,
13450,2100213450,,,,GITAMBAYA,GITAMBAYA,271544.1345,9871747.723,Unknown,,,,,,,
917,2100200917,,,,GITAMBAYA,GITAMBAYA,271512.3089,9871755.11,Unknown,,,,,,,
928,2100200928,,,,GITAMBAYA,GITAMBAYA,271488.5192,9871759.941,Unknown,,,,,,,
871,2100200871,,,,GITAMBAYA,GITAMBAYA,271393.6221,9871673.658,Unknown,,,,,,,
9385,2100209385,,,,GITAMBAYA,GITAMBAYA,271371.0957,9871676.13,Unknown,,,,,,,
27847,2100227847,,,,GITAMBAYA,GITAMBAYA,271235.7525,9871766.32,Unknown,,,,,,,
26039,2100226039,,,,GITAMBAYA,GITAMBAYA,271220.9021,9871750.585,Unknown,,,,,,,
24305,2100224305,,,,GITAMBAYA,GITAMBAYA,271207.8242,9871695.809,Unknown,,,,,,,
24956,2100224956,,,,GITAMBAYA,GITAMBAYA,271238.38,9871699.684,Unknown,,,,,,,
26030,2100226030,,,,GITAMBAYA,GITAMBAYA,271253.4548,9871712.949,Unknown,,,,,,,
17471,2100217471,,,,GITAMBAYA,GITAMBAYA,271260.051,9871725.249,Unknown,,,,,,,
287,2100200287,,,,GITAMBAYA,GITAMBAYA,271411.4784,9871638.094,Unknown,,,,,,,
999,2100200999,,,,GITAMBAYA,GITAMBAYA,271406.7881,9871607.195,Unknown,,,,,,,
25739,2100225739,,,,GITAMBAYA,GITAMBAYA,271507.9388,9871666.515,Unknown,,,,,,,
27453,2100227453,,,,GITAMBAYA,GITAMBAYA,271511.1374,9871682.038,Unknown,,,,,,,
1086,2100201086,,,,GITAMBAYA,GITAMBAYA,271588.608,9871697.376,Unknown,,,,,,,
25541,2100225541,,,,GITAMBAYA,GITAMBAYA,271608.2179,9871597.406,Unknown,,,,,,,
27361,2100227361,,,,GITAMBAYA,GITAMBAYA,271542.602,9871584.012,Unknown,,,,,,,
27304,2100227304,,,,GITAMBAYA,GITAMBAYA,271656.0959,9871636.668,Unknown,,,,,,,
925,2100200925,,,,GITAMBAYA,GITAMBAYA,271655.3705,9871664.778,Unknown,,,,,,,
897,2100200897,,,,GITAMBAYA,GITAMBAYA,271732.6908,9871656.908,Unknown,,,,,,,
26174,2100226174,,,,GITAMBAYA,GITAMBAYA,271737.0251,9871641.335,Unknown,,,,,,,
