New Acc. No.,Old Acc. Number,Acc.Name,Meter No.,Phone No.,Zone,Sub-Zone,Longitude,Latitude,Walkroute,Water,Sewer,Connection Status,Tarriff,Building Type,House Type,Hse. Units
11045,3200111045,,,,MEMBLEY,MEMBLEY,269672.006,9871200.769,Unknown,,,,,,,
9330,3200109330,,,,MEMBLEY,MEMBLEY,270279.0777,9871328.388,Unknown,,,,,,,
10235,3200110235,,,,MEMBLEY,MEMBLEY,269660.1544,9871219.912,Unknown,,,,,,,
5530,3200105530,,,,MEMBLEY,MEMBLEY,270274.3887,9871321.214,Unknown,,,,,,,
7568,3200107568,,,,MEMBLEY,MEMBLEY,269621.1913,9871294.799,Unknown,,,,,,,
5581,3200105581,,,,MEMBLEY,MEMBLEY,270271.2562,9871317.027,Unknown,,,,,,,
7047,3200107047,,,,MEMBLEY,MEMBLEY,269626.0076,9871305.457,Unknown,,,,,,,
5580,3200105580,,,,MEMBLEY,MEMBLEY,270276.9774,9871307.999,Unknown,,,,,,,
7572,3200107572,,,,MEMBLEY,MEMBLEY,269650.8799,9871342.859,Unknown,,,,,,,
5591,3200105591,,,,MEMBLEY,MEMBLEY,270263.7988,9871289.758,Unknown,,,,,,,
563,3200100563,,,,MEMBLEY,MEMBLEY,269665.2907,9871350.649,Unknown,,,,,,,
5535,3200105535,,,,MEMBLEY,MEMBLEY,270256.3367,9871294.435,Unknown,,,,,,,
6394,3200106394,,,,MEMBLEY,MEMBLEY,269687.0438,9871365.67,Unknown,,,,,,,
5458,3200105458,,,,MEMBLEY,MEMBLEY,270254.9592,9871275.115,Unknown,,,,,,,
6398,3200106398,,,,MEMBLEY,MEMBLEY,269721.3978,9871402.286,Unknown,,,,,,,
5425,3200105425,,,,MEMBLEY,MEMBLEY,270247.8593,9871266.428,Unknown,,,,,,,
7735,3200107735,,,,MEMBLEY,MEMBLEY,269695.1436,9871301.176,Unknown,,,,,,,
5455,3200105455,,,,MEMBLEY,MEMBLEY,269964.4975,9871347.053,Unknown,,,,,,,
7573,3200107573,,,,MEMBLEY,MEMBLEY,269725.0701,9871277.603,Unknown,,,,,,,
11549,3200111549,,,,MEMBLEY,MEMBLEY,269652.45,9871529.503,Unknown,,,,,,,
11751,3200311751,,,,MEMBLEY,MEMBLEY,269750.3267,9871271.723,Unknown,,,,,,,
13429,3200113429,,,,MEMBLEY,MEMBLEY,269585.4605,9871567.096,Unknown,,,,,,,
7371,3200107371,,,,MEMBLEY,MEMBLEY,269766.3086,9871262.425,Unknown,,,,,,,
7566,3200107566,,,,MEMBLEY,MEMBLEY,269525.0976,9871600.601,Unknown,,,,,,,
7574,3200107574,,,,MEMBLEY,MEMBLEY,269768.7659,9871251.367,Unknown,,,,,,,
11055,3200111055,,,,MEMBLEY,MEMBLEY,270375.7311,9871270.522,Unknown,,,,,,,
6709,3200106709,,,,MEMBLEY,MEMBLEY,269794.7083,9871246.206,Unknown,,,,,,,
13001,3200213001,,,,MEMBLEY,MEMBLEY,270344.2833,9871316.702,Unknown,,,,,,,
20346,3200120346,,,,MEMBLEY,MEMBLEY,269783.3926,9871243.101,Unknown,,,,,,,
6209,3200106209,,,,MEMBLEY,MEMBLEY,270463.6118,9871182.823,Unknown,,,,,,,
7730,3200107730,,,,MEMBLEY,MEMBLEY,269833.0948,9871223.763,Unknown,,,,,,,
7968,3200107968,,,,MEMBLEY,MEMBLEY,270572.7089,9871133.279,Unknown,,,,,,,
12579,3200112579,,,,MEMBLEY,MEMBLEY,269716.6319,9871474.746,Unknown,,,,,,,
9061,3200109061,,,,MEMBLEY,MEMBLEY,269702.8023,9871484.008,Unknown,,,,,,,
11047,3200111047,,,,MEMBLEY,MEMBLEY,269685.0556,9871496.217,Unknown,,,,,,,
11051,3200111051,,,,MEMBLEY,MEMBLEY,269894.0489,9871370.43,Unknown,,,,,,,
10863,3200110863,,,,MEMBLEY,MEMBLEY,269970.6597,9871293.433,Unknown,,,,,,,
13020,3200113020,,,,MEMBLEY,MEMBLEY,269975.6541,9871288.865,Unknown,,,,,,,
5461,3200105461,,,,MEMBLEY,MEMBLEY,269944.3391,9871257.597,Unknown,,,,,,,
6406,3200106406,,,,MEMBLEY,MEMBLEY,269926.5647,9871231.684,Unknown,,,,,,,
6042,3200106042,,,,MEMBLEY,MEMBLEY,269917.7405,9871221.41,Unknown,,,,,,,
5604,3200105604,,,,MEMBLEY,MEMBLEY,269913.6994,9871214.847,Unknown,,,,,,,
5539,3200105539,,,,MEMBLEY,MEMBLEY,269900.0858,9871183.922,Unknown,,,,,,,
7736,3200107736,,,,MEMBLEY,MEMBLEY,269883.5449,9871171.208,Unknown,,,,,,,
5523,3200105523,,,,MEMBLEY,MEMBLEY,269855.111,9871132.808,Unknown,,,,,,,
5573,3200105573,,,,MEMBLEY,MEMBLEY,269845.9893,9871123.493,Unknown,,,,,,,
11255,3200111255,,,,MEMBLEY,MEMBLEY,269838.0966,9871107.947,Unknown,,,,,,,
5541,3200105541,,,,MEMBLEY,MEMBLEY,269829.7874,9871103.775,Unknown,,,,,,,
5609,3200105609,,,,MEMBLEY,MEMBLEY,269815.387,9871081.718,Unknown,,,,,,,
5479,3200105479,,,,MEMBLEY,MEMBLEY,269814.0742,9871075.707,Unknown,,,,,,,
5533,3200105533,,,,MEMBLEY,MEMBLEY,269804.7705,9871061.377,Unknown,,,,,,,
5578,3200105578,,,,MEMBLEY,MEMBLEY,269796.2805,9871050.808,Unknown,,,,,,,
5553,3200105553,,,,MEMBLEY,MEMBLEY,269785.53,9871035.998,Unknown,,,,,,,
5431,3200105431,,,,MEMBLEY,MEMBLEY,269997.7062,9871275.498,Unknown,,,,,,,
5491,3200105491,,,,MEMBLEY,MEMBLEY,270015.5175,9871251.142,Unknown,,,,,,,
5555,3200105555,,,,MEMBLEY,MEMBLEY,269985.8838,9871204.243,Unknown,,,,,,,
9066,3200109066,,,,MEMBLEY,MEMBLEY,269971.3716,9871182.905,Unknown,,,,,,,
11560,3200111560,,,,MEMBLEY,MEMBLEY,269954.3988,9871151.887,Unknown,,,,,,,
204,32001204,,,,MEMBLEY,MEMBLEY,269945.4598,9871150.045,Unknown,,,,,,,
5610,3200105610,,,,MEMBLEY,MEMBLEY,269939.4339,9871140.594,Unknown,,,,,,,
21482,3200121482,,,,MEMBLEY,MEMBLEY,269932.5025,9871129.879,Unknown,,,,,,,
11409,3200111409,,,,MEMBLEY,MEMBLEY,269918.2485,9871110.568,Unknown,,,,,,,
5501,3200105501,,,,MEMBLEY,MEMBLEY,269905.5193,9871086.872,Unknown,,,,,,,
5583,3200105583,,,,MEMBLEY,MEMBLEY,269895.2487,9871075.398,Unknown,,,,,,,
22027,3200122027,,,,MEMBLEY,MEMBLEY,269857.8082,9871022.466,Unknown,,,,,,,
13012,3200113012,,,,MEMBLEY,MEMBLEY,269842.8266,9871008.685,Unknown,,,,,,,
5443,3200105443,,,,MEMBLEY,MEMBLEY,269996.824,9871213.45,Unknown,,,,,,,
12555,3200112555,,,,MEMBLEY,MEMBLEY,270046.6241,9871186.997,Unknown,,,,,,,
5596,3200105596,,,,MEMBLEY,MEMBLEY,270031.7587,9871166.488,Unknown,,,,,,,
5416,3200105416,,,,MEMBLEY,MEMBLEY,270025.2177,9871154.888,Unknown,,,,,,,
5588,3200105588,,,,MEMBLEY,MEMBLEY,270009.6462,9871135.853,Unknown,,,,,,,
5602,3200105602,,,,MEMBLEY,MEMBLEY,269993.6685,9871114.089,Unknown,,,,,,,
5515,3200105515,,,,MEMBLEY,MEMBLEY,269988.8869,9871106.657,Unknown,,,,,,,
10940,3200110940,,,,MEMBLEY,MEMBLEY,269979.8432,9871092.161,Unknown,,,,,,,
5442,3200105442,,,,MEMBLEY,MEMBLEY,269966.4791,9871073.828,Unknown,,,,,,,
5441,3200105441,,,,MEMBLEY,MEMBLEY,269940.7128,9871044.564,Unknown,,,,,,,
5419,3200105419,,,,MEMBLEY,MEMBLEY,269937.969,9871038.249,Unknown,,,,,,,
19203,3200119203,,,,MEMBLEY,MEMBLEY,269916.4805,9871016.813,Unknown,,,,,,,
5548,3200105548,,,,MEMBLEY,MEMBLEY,269967.3361,9870993.255,Unknown,,,,,,,
6917,3200106917,,,,MEMBLEY,MEMBLEY,270008.3268,9871037.379,Unknown,,,,,,,
21346,3200121346,,,,MEMBLEY,MEMBLEY,270031.2141,9871074.171,Unknown,,,,,,,
5466,3200105466,,,,MEMBLEY,MEMBLEY,270047.196,9871090.294,Unknown,,,,,,,
5618,3200105618,,,,MEMBLEY,MEMBLEY,270052.4941,9871101.597,Unknown,,,,,,,
5445,3200105445,,,,MEMBLEY,MEMBLEY,270091.2865,9871158.015,Unknown,,,,,,,
5528,3200105528,,,,MEMBLEY,MEMBLEY,270120.017,9871146.109,Unknown,,,,,,,
5499,3200105499,,,,MEMBLEY,MEMBLEY,270078.1243,9871168.089,Unknown,,,,,,,
19120,3200119120,,,,MEMBLEY,MEMBLEY,270059.8011,9871182.029,Unknown,,,,,,,
5434,3200105434,,,,MEMBLEY,MEMBLEY,270164.906,9871111.8,Unknown,,,,,,,
5493,3200105493,,,,MEMBLEY,MEMBLEY,270178.0762,9871065.486,Unknown,,,,,,,
20929,3200120929,,,,MEMBLEY,MEMBLEY,270098.2644,9870953.608,Unknown,,,,,,,
8262,3200108262,,,,MEMBLEY,MEMBLEY,270115.0571,9870977.289,Unknown,,,,,,,
5576,3200105576,,,,MEMBLEY,MEMBLEY,270121.7858,9870985.921,Unknown,,,,,,,
5513,3200105513,,,,MEMBLEY,MEMBLEY,270124.6581,9870990.845,Unknown,,,,,,,
15428,3200115428,,,,MEMBLEY,MEMBLEY,270134.4185,9871014.816,Unknown,,,,,,,
5422,3200105422,,,,MEMBLEY,MEMBLEY,270147.6392,9871026.236,Unknown,,,,,,,
5408,3200105408,,,,MEMBLEY,MEMBLEY,270164.9335,9871048.922,Unknown,,,,,,,
5556,3200105556,,,,MEMBLEY,MEMBLEY,270168.8982,9871057.055,Unknown,,,,,,,
5433,3200105433,,,,MEMBLEY,MEMBLEY,270215.0507,9871121.33,Unknown,,,,,,,
5495,3200105495,,,,MEMBLEY,MEMBLEY,270251.5483,9871169.561,Unknown,,,,,,,
15445,3200115445,,,,MEMBLEY,MEMBLEY,270255.0892,9871173.638,Unknown,,,,,,,
5601,3200105601,,,,MEMBLEY,MEMBLEY,270181.8961,9871169.842,Unknown,,,,,,,
5418,3200105418,,,,MEMBLEY,MEMBLEY,270172.7433,9871177.596,Unknown,,,,,,,
5522,3200105522,,,,MEMBLEY,MEMBLEY,270162.2711,9871187.948,Unknown,,,,,,,
5459,3200105459,,,,MEMBLEY,MEMBLEY,270143.709,9871198.81,Unknown,,,,,,,
5446,3200105446,,,,MEMBLEY,MEMBLEY,270100.0063,9871217.584,Unknown,,,,,,,
5525,3200105525,,,,MEMBLEY,MEMBLEY,270089.5541,9871218.052,Unknown,,,,,,,
5551,3200105551,,,,MEMBLEY,MEMBLEY,270060.6688,9871238.695,Unknown,,,,,,,
9064,3200109064,,,,MEMBLEY,MEMBLEY,270036.2037,9871253.314,Unknown,,,,,,,
5431,3200105431,,,,MEMBLEY,MEMBLEY,270013.6044,9871304.488,Unknown,,,,,,,
5432,3200105432,,,,MEMBLEY,MEMBLEY,270074.987,9871271.5,Unknown,,,,,,,
5486,3200105486,,,,MEMBLEY,MEMBLEY,270104.2784,9871253.806,Unknown,,,,,,,
5592,3200105592,,,,MEMBLEY,MEMBLEY,270175.0361,9871213.672,Unknown,,,,,,,
5538,3200105538,,,,MEMBLEY,MEMBLEY,270309.7416,9871159.207,Unknown,,,,,,,
5439,3200105439,,,,MEMBLEY,MEMBLEY,270304.6133,9871143.903,Unknown,,,,,,,
11053,3200111053,,,,MEMBLEY,MEMBLEY,270290.9415,9871137.21,Unknown,,,,,,,
11287,3200111287,,,,MEMBLEY,MEMBLEY,270258.8574,9871095.334,Unknown,,,,,,,
12303,3200112303,,,,MEMBLEY,MEMBLEY,270247.5164,9871076.154,Unknown,,,,,,,
13795,3200113795,,,,MEMBLEY,MEMBLEY,270235.8056,9871055.094,Unknown,,,,,,,
14081,3200114081,,,,MEMBLEY,MEMBLEY,270217.8292,9871026.417,Unknown,,,,,,,
7958,3200107958,,,,MEMBLEY,MEMBLEY,270205.758,9871016.085,Unknown,,,,,,,
5414,3200105414,,,,MEMBLEY,MEMBLEY,270201.7362,9871010.202,Unknown,,,,,,,
13153,3200113153,,,,MEMBLEY,MEMBLEY,270182.3048,9870992.03,Unknown,,,,,,,
5512,3200105512,,,,MEMBLEY,MEMBLEY,270177.4239,9870968.302,Unknown,,,,,,,
16900,3200316900,,,,MEMBLEY,MEMBLEY,270162.4952,9870958.319,Unknown,,,,,,,
5595,3200105595,,,,MEMBLEY,MEMBLEY,270349.5571,9871161.19,Unknown,,,,,,,
5614,3200105614,,,,MEMBLEY,MEMBLEY,270334.3602,9871086.836,Unknown,,,,,,,
5423,3200105423,,,,MEMBLEY,MEMBLEY,270325.813,9871078.332,Unknown,,,,,,,
5413,3200105413,,,,MEMBLEY,MEMBLEY,270308.1699,9871050.484,Unknown,,,,,,,
5437,3200105437,,,,MEMBLEY,MEMBLEY,270306.0036,9871044.288,Unknown,,,,,,,
14819,3200114819,,,,MEMBLEY,MEMBLEY,270289.2851,9871020.773,Unknown,,,,,,,
9333,3200109333,,,,MEMBLEY,MEMBLEY,270278.6457,9871008.595,Unknown,,,,,,,
6188,3200106188,,,,MEMBLEY,MEMBLEY,270237.1394,9870956.733,Unknown,,,,,,,
11611,3200111611,,,,MEMBLEY,MEMBLEY,270228.0965,9870941.113,Unknown,,,,,,,
5567,3200105567,,,,MEMBLEY,MEMBLEY,270219.4271,9870922.193,Unknown,,,,,,,
7963,3200107963,,,,MEMBLEY,MEMBLEY,270203.5516,9870912.965,Unknown,,,,,,,
5597,3200105597,,,,MEMBLEY,MEMBLEY,270410.9283,9871093.031,Unknown,,,,,,,
5599,3200105599,,,,MEMBLEY,MEMBLEY,270358.1756,9871021.967,Unknown,,,,,,,
11565,3200111565,,,,MEMBLEY,MEMBLEY,270316.2154,9870958.837,Unknown,,,,,,,
12990,3200112990,,,,MEMBLEY,MEMBLEY,270299.8448,9870941.626,Unknown,,,,,,,
5468,3200105468,,,,MEMBLEY,MEMBLEY,270298.1059,9870934.51,Unknown,,,,,,,
19946,3200119946,,,,MEMBLEY,MEMBLEY,270287.0226,9870918.151,Unknown,,,,,,,
5619,3200105619,,,,MEMBLEY,MEMBLEY,270273.6192,9870902.952,Unknown,,,,,,,
5558,3200105558,,,,MEMBLEY,MEMBLEY,270258.1644,9870876.525,Unknown,,,,,,,
21634,3200121634,,,,MEMBLEY,MEMBLEY,270256.1435,9870874.588,Unknown,,,,,,,
15700,3200115700,,,,MEMBLEY,MEMBLEY,270244.4374,9870863.104,Unknown,,,,,,,
5613,3200105613,,,,MEMBLEY,MEMBLEY,270377.1844,9870983.638,Unknown,,,,,,,
5612,3200105612,,,,MEMBLEY,MEMBLEY,270377.9329,9870974.938,Unknown,,,,,,,
5550,3200105550,,,,MEMBLEY,MEMBLEY,270393.7166,9870979.66,Unknown,,,,,,,
11553,3200111553,,,,MEMBLEY,MEMBLEY,270376.8382,9870924.484,Unknown,,,,,,,
12996,3200112996,,,,MEMBLEY,MEMBLEY,270350.5221,9870933.166,Unknown,,,,,,,
6206,3200106206,,,,MEMBLEY,MEMBLEY,270322.3768,9870880.885,Unknown,,,,,,,
518,3200100518,,,,MEMBLEY,MEMBLEY,268894.6206,9872112.933,Unknown,,,,,,,
559,3200100559,,,,MEMBLEY,MEMBLEY,268967.3795,9872204.105,Unknown,,,,,,,
10878,3200110878,,,,MEMBLEY,MEMBLEY,268971.1753,9872214.947,Unknown,,,,,,,
6897,3200106897,,,,MEMBLEY,MEMBLEY,268943.3627,9872163.791,Unknown,,,,,,,
10870,3200110870,,,,MEMBLEY,MEMBLEY,268968.7393,9872196.825,Unknown,,,,,,,
572,3200100572,,,,MEMBLEY,MEMBLEY,268972.1123,9872202.21,Unknown,,,,,,,
10893,3200110893,,,,MEMBLEY,MEMBLEY,268993.0425,9872226.189,Unknown,,,,,,,
6192,3200106192,,,,MEMBLEY,MEMBLEY,268998.9287,9872245.401,Unknown,,,,,,,
11563,3200111563,,,,MEMBLEY,MEMBLEY,269022.1065,9872266.009,Unknown,,,,,,,
507,3200100507,,,,MEMBLEY,MEMBLEY,269098.7102,9872275.503,Unknown,,,,,,,
13411,3200113411,,,,MEMBLEY,MEMBLEY,269008.4325,9872240.026,Unknown,,,,,,,
526,3200100526,,,,MEMBLEY,MEMBLEY,269064.1607,9872201.226,Unknown,,,,,,,
10871,3200110871,,,,MEMBLEY,MEMBLEY,269067.7682,9872190.39,Unknown,,,,,,,
10481,3200110481,,,,MEMBLEY,MEMBLEY,269069.9601,9872186.907,Unknown,,,,,,,
11293,3200111293,,,,MEMBLEY,MEMBLEY,269094.0305,9872179.496,Unknown,,,,,,,
10953,3200110953,,,,MEMBLEY,MEMBLEY,269101.7711,9872174.801,Unknown,,,,,,,
10894,3200110894,,,,MEMBLEY,MEMBLEY,269121.9598,9872146.999,Unknown,,,,,,,
10479,3200110479,,,,MEMBLEY,MEMBLEY,269146.9089,9872130.464,Unknown,,,,,,,
10889,3200110889,,,,MEMBLEY,MEMBLEY,269161.4402,9872151.286,Unknown,,,,,,,
13808,3200113808,,,,MEMBLEY,MEMBLEY,269171.7364,9872178.631,Unknown,,,,,,,
568,3200100568,,,,MEMBLEY,MEMBLEY,269213.5845,9872167.325,Unknown,,,,,,,
504,3200100504,,,,MEMBLEY,MEMBLEY,269119.8691,9872113.54,Unknown,,,,,,,
18744,3200118744,,,,MEMBLEY,MEMBLEY,269113.8883,9872096.706,Unknown,,,,,,,
10480,3200110480,,,,MEMBLEY,MEMBLEY,269088.5322,9872086.364,Unknown,,,,,,,
11230,3200111230,,,,MEMBLEY,MEMBLEY,269040.2794,9872102.422,Unknown,,,,,,,
10892,3200110892,,,,MEMBLEY,MEMBLEY,269003.5811,9872125.068,Unknown,,,,,,,
21892,3200121892,,,,MEMBLEY,MEMBLEY,269096.5221,9872070.609,Unknown,,,,,,,
11580,3200111580,,,,MEMBLEY,MEMBLEY,269062.9097,9872034.325,Unknown,,,,,,,
1305,320011305,,,,MEMBLEY,MEMBLEY,269038.2782,9872022.694,Unknown,,,,,,,
12244,3200112244,,,,MEMBLEY,MEMBLEY,269190.459,9871846.854,Unknown,,,,,,,
15969,3200115969,,,,MEMBLEY,MEMBLEY,269275.4155,9871876.723,Unknown,,,,,,,
6203,3200106203,,,,MEMBLEY,MEMBLEY,269278.295,9871897.298,Unknown,,,,,,,
6190,3200106190,,,,MEMBLEY,MEMBLEY,269298.5499,9871905.921,Unknown,,,,,,,
6932,3200106932,,,,MEMBLEY,MEMBLEY,269308.8391,9871917.468,Unknown,,,,,,,
13015,3200113015,,,,MEMBLEY,MEMBLEY,269313.1505,9871933.49,Unknown,,,,,,,
6182,3200106182,,,,MEMBLEY,MEMBLEY,269323.0481,9871947.636,Unknown,,,,,,,
10853,3200110853,,,,MEMBLEY,MEMBLEY,269377.9837,9871927.012,Unknown,,,,,,,
8660,3200108660,,,,MEMBLEY,MEMBLEY,269381.9732,9871926.425,Unknown,,,,,,,
19483,3200119483,,,,MEMBLEY,MEMBLEY,269467.6585,9871898.579,Unknown,,,,,,,
6215,3200106215,,,,MEMBLEY,MEMBLEY,269482.5459,9871914.572,Unknown,,,,,,,
6200,3200106200,,,,MEMBLEY,MEMBLEY,269487.8015,9871933.397,Unknown,,,,,,,
6191,3200106191,,,,MEMBLEY,MEMBLEY,269480.6491,9871945.669,Unknown,,,,,,,
6913,3200106913,,,,MEMBLEY,MEMBLEY,269489.0826,9871957.62,Unknown,,,,,,,
10854,3200110854,,,,MEMBLEY,MEMBLEY,269461.746,9871889.966,Unknown,,,,,,,
6796,3200106796,,,,MEMBLEY,MEMBLEY,269497.6935,9871777.454,Unknown,,,,,,,
12240,3200112240,,,,MEMBLEY,MEMBLEY,269508.6145,9871787.637,Unknown,,,,,,,
7046,3200107046,,,,MEMBLEY,MEMBLEY,269527.251,9871802.048,Unknown,,,,,,,
18157,3200118157,,,,MEMBLEY,MEMBLEY,269544.3751,9871829.213,Unknown,,,,,,,
9327,3200109327,,,,MEMBLEY,MEMBLEY,269533.3312,9871834.993,Unknown,,,,,,,
19239,3200119239,,,,MEMBLEY,MEMBLEY,269537.8563,9871837.983,Unknown,,,,,,,
8849,3200108849,,,,MEMBLEY,MEMBLEY,269573.351,9871862.618,Unknown,,,,,,,
8672,3200108672,,,,MEMBLEY,MEMBLEY,269575.9559,9871878.049,Unknown,,,,,,,
8674,3200108674,,,,MEMBLEY,MEMBLEY,269585.871,9871893.504,Unknown,,,,,,,
7961,3200107961,,,,MEMBLEY,MEMBLEY,269593.9919,9871901.658,Unknown,,,,,,,
9329,3200109329,,,,MEMBLEY,MEMBLEY,269602.2368,9871892.207,Unknown,,,,,,,
7970,3200207970,,,,MEMBLEY,MEMBLEY,269657.8045,9871869.758,Unknown,,,,,,,
14789,3200114789,,,,MEMBLEY,MEMBLEY,269692.5856,9871855.276,Unknown,,,,,,,
6825,3200106825,,,,MEMBLEY,MEMBLEY,269551.8834,9871761.696,Unknown,,,,,,,
6688,3200106688,,,,MEMBLEY,MEMBLEY,269577.2883,9871755.889,Unknown,,,,,,,
6694,3200106694,,,,MEMBLEY,MEMBLEY,269605.8357,9871740.85,Unknown,,,,,,,
6686,3200106686,,,,MEMBLEY,MEMBLEY,269627.6582,9871762.433,Unknown,,,,,,,
6690,3200106690,,,,MEMBLEY,MEMBLEY,269638.3092,9871761.15,Unknown,,,,,,,
6691,3200106691,,,,MEMBLEY,MEMBLEY,269655.0852,9871782.306,Unknown,,,,,,,
6687,3200106687,,,,MEMBLEY,MEMBLEY,269661.2971,9871787.583,Unknown,,,,,,,
7366,3200107366,,,,MEMBLEY,MEMBLEY,269657.3753,9871796.945,Unknown,,,,,,,
6692,3200106692,,,,MEMBLEY,MEMBLEY,269652.8174,9871788.167,Unknown,,,,,,,
6807,3200206807,,,,MEMBLEY,MEMBLEY,269612.9214,9871718.255,Unknown,,,,,,,
7036,3200107036,,,,MEMBLEY,MEMBLEY,269633.3028,9871705.901,Unknown,,,,,,,
12003,3200212003,,,,MEMBLEY,MEMBLEY,269660.3192,9871703.93,Unknown,,,,,,,
14613,3200114613,,,,MEMBLEY,MEMBLEY,269664.3091,9871702.827,Unknown,,,,,,,
17910,3200117910,,,,MEMBLEY,MEMBLEY,269719.1524,9871757.578,Unknown,,,,,,,
6821,3200206821,,,,MEMBLEY,MEMBLEY,269722.0564,9871744.584,Unknown,,,,,,,
14282,3200114282,,,,MEMBLEY,MEMBLEY,269778.1386,9871678.171,Unknown,,,,,,,
21723,3200121723,,,,MEMBLEY,MEMBLEY,269714.4455,9871673.406,Unknown,,,,,,,
21349,3200121349,,,,MEMBLEY,MEMBLEY,269730.3915,9871662.56,Unknown,,,,,,,
6896,3200106896,,,,MEMBLEY,MEMBLEY,269748.2857,9871651.587,Unknown,,,,,,,
13006,3200113006,,,,MEMBLEY,MEMBLEY,269748.0348,9871639.439,Unknown,,,,,,,
6898,3200106898,,,,MEMBLEY,MEMBLEY,269769.1883,9871637.039,Unknown,,,,,,,
11279,3200111279,,,,MEMBLEY,MEMBLEY,269821.5132,9871608.947,Unknown,,,,,,,
5457,3200105457,,,,MEMBLEY,MEMBLEY,269840.6622,9871581.993,Unknown,,,,,,,
5547,3200105547,,,,MEMBLEY,MEMBLEY,269979.8053,9871396.909,Unknown,,,,,,,
7577,3200107577,,,,MEMBLEY,MEMBLEY,269986.6896,9871421.394,Unknown,,,,,,,
18840,3200118840,,,,MEMBLEY,MEMBLEY,269994.5615,9871414.542,Unknown,,,,,,,
5404,3200105404,,,,MEMBLEY,MEMBLEY,269994.1521,9871416.201,Unknown,,,,,,,
7369,3200107369,,,,MEMBLEY,MEMBLEY,270005.4151,9871440.689,Unknown,,,,,,,
5574,3200105574,,,,MEMBLEY,MEMBLEY,270025.5868,9871461.424,Unknown,,,,,,,
5428,3200105428,,,,MEMBLEY,MEMBLEY,270049.6513,9871487.12,Unknown,,,,,,,
5561,3200105561,,,,MEMBLEY,MEMBLEY,270051.6106,9871497.223,Unknown,,,,,,,
5508,3200105508,,,,MEMBLEY,MEMBLEY,270052.5506,9871505.721,Unknown,,,,,,,
19412,3200119412,,,,MEMBLEY,MEMBLEY,270085.1039,9871543.737,Unknown,,,,,,,
15713,3200115713,,,,MEMBLEY,MEMBLEY,270103.6811,9871563.014,Unknown,,,,,,,
2503,320012503,,,,MEMBLEY,MEMBLEY,270029.4182,9871347.395,Unknown,,,,,,,
6061,3200206061,,,,MEMBLEY,MEMBLEY,270035.3951,9871344.1,Unknown,,,,,,,
5497,3200105497,,,,MEMBLEY,MEMBLEY,270129.1603,9871252.682,Unknown,,,,,,,
12559,3200112559,,,,MEMBLEY,MEMBLEY,270068.2026,9871288.048,Unknown,,,,,,,
12567,3200112567,,,,MEMBLEY,MEMBLEY,269616.1038,9871552.924,Unknown,,,,,,,
8259,3200108259,,,,MEMBLEY,MEMBLEY,269556.0375,9871587.02,Unknown,,,,,,,
11568,3200111568,,,,MEMBLEY,MEMBLEY,269461.2137,9871628.574,Unknown,,,,,,,
10053,3200110053,,,,MEMBLEY,MEMBLEY,270279.5109,9871218.21,Unknown,,,,,,,
5410,3200105410,,,,MEMBLEY,MEMBLEY,270299.3939,9871253.083,Unknown,,,,,,,
21833,3200121833,,,,MEMBLEY,MEMBLEY,270349.1541,9871255.608,Unknown,,,,,,,
13016,3200213016,,,,MEMBLEY,MEMBLEY,270362.0133,9871253.94,Unknown,,,,,,,
5450,3200105450,,,,MEMBLEY,MEMBLEY,270368.534,9871293.374,Unknown,,,,,,,
570,3200100570,,,,MEMBLEY,MEMBLEY,270355.1115,9871329.624,Unknown,,,,,,,
8655,3200108655,,,,MEMBLEY,MEMBLEY,270363.0402,9871194.492,Unknown,,,,,,,
595,320010595,,,,MEMBLEY,MEMBLEY,270405.2785,9871207.131,Unknown,,,,,,,
9339,3200209339,,,,MEMBLEY,MEMBLEY,270585.4224,9871127.814,Unknown,,,,,,,
5494,3200105494,,,,MEMBLEY,MEMBLEY,270275.3951,9871213.82,Unknown,,,,,,,
5500,3200105500,,,,MEMBLEY,MEMBLEY,270311.632,9871263.415,Unknown,,,,,,,
5417,3200105417,,,,MEMBLEY,MEMBLEY,270332.0957,9871290.712,Unknown,,,,,,,
5607,3200105607,,,,MEMBLEY,MEMBLEY,270326.1725,9871271.444,Unknown,,,,,,,
5966,3200205966,,,,MEMBLEY,MEMBLEY,270595.9415,9871866.645,Unknown,,,,,,,
1475,320021475,,,,MEMBLEY,MEMBLEY,271240.6041,9871710.888,Unknown,,,,,,,
5898,3200205898,,,,MEMBLEY,MEMBLEY,271256.7707,9871779.197,Unknown,,,,,,,
5856,3200205856,,,,MEMBLEY,MEMBLEY,270598.6767,9871881.449,Unknown,,,,,,,
6735,3200206735,,,,MEMBLEY,MEMBLEY,270611.1814,9871908.095,Unknown,,,,,,,
5722,3200205722,,,,MEMBLEY,MEMBLEY,271250.3754,9871745.514,Unknown,,,,,,,
5706,3200205706,,,,MEMBLEY,MEMBLEY,271195.8233,9871622.429,Unknown,,,,,,,
5892,3200205892,,,,MEMBLEY,MEMBLEY,270629.5995,9871967.502,Unknown,,,,,,,
5711,3200205711,,,,MEMBLEY,MEMBLEY,271242.1554,9871720.936,Unknown,,,,,,,
5859,3200205859,,,,MEMBLEY,MEMBLEY,271179.9001,9871627.745,Unknown,,,,,,,
937,320020937,,,,MEMBLEY,MEMBLEY,271122.0887,9871649.252,Unknown,,,,,,,
