New Acc No,Old Acc No,Zone,Subzone,Longitude,Latitude
8691,2100208691,002 GITAMBAYA,GITAMBAYA,271875.3093,9872384.052
14829,2100214829,002 GITAMBAYA,GITAMBAYA,271851.9934,9872349.362
780,2100200780,002 GITAMBAYA,GITAMBAYA,271825.5413,9872341.011
20194,2100220194,002 GITAMBAYA,GITAMBAYA,271794.2714,9872272.728
14318,2100214318,002 GITAMBAYA,GITAMBAYA,271710.4658,9872242.731
6515,2100206515,002 GITAMBAYA,GITAMBAYA,271680.7367,9872250.323
16951,2100216951,002 GITAMBAYA,GITAMBAYA,271704.1402,9872292.221
24957,2100224957,002 GITAMBAYA,GITAMBAYA,271736.6773,9872327.342
14820,2100214820,002 GITAMBAYA,GITAMBAYA,271700.5466,9872155.589
7404,2100207404,002 GITAMBAYA,GITAMBAYA,271661.4381,9872176.63
932,2100200932,002 GITAMBAYA,GITAMBAYA,271643.1945,9872183.327
12014,2100212014,002 GITAMBAYA,GITAMBAYA,271598.4135,9872197.359
20340,2100220340,002 GITAMBAYA,GITAMBAYA,271579.2808,9872202.101
20674,2100220674,002 GITAMBAYA,GITAMBAYA,271551.1293,9872208.938
12721,2100212721,002 GITAMBAYA,GITAMBAYA,271660.5623,9872104.701
6502,2100206502,002 GITAMBAYA,GITAMBAYA,271621.5955,9872109.281
10591,2100210591,002 GITAMBAYA,GITAMBAYA,271611.9652,9872110.251
959,2100200959,002 GITAMBAYA,GITAMBAYA,271587.4292,9872120.796
960,2100200960,002 GITAMBAYA,GITAMBAYA,271557.2611,9872119.613
6446,2100206446,002 GITAMBAYA,GITAMBAYA,271626.6618,9872030.979
10251,2100210251,002 GITAMBAYA,GITAMBAYA,271600.6633,9872036.896
9111,2100209111,002 GITAMBAYA,GITAMBAYA,271589.5056,9872046.086
10603,2100210603,002 GITAMBAYA,GITAMBAYA,271552.5024,9872054.963
17596,2100217596,002 GITAMBAYA,GITAMBAYA,271612.1786,9872046.121
18091,2100218091,002 GITAMBAYA,GITAMBAYA,271547.505,9872012.451
22601,2100222601,002 GITAMBAYA,GITAMBAYA,271614.7332,9871977.42
13839,2100213839,002 GITAMBAYA,GITAMBAYA,271638.6333,9871922.598
18533,2100218533,002 GITAMBAYA,GITAMBAYA,271554.8187,9872367.175
21012,2100221012,002 GITAMBAYA,GITAMBAYA,271618.8868,9872442.892
20670,2100220670,002 GITAMBAYA,GITAMBAYA,271696.3708,9872439.943
6234,2100206234,002 GITAMBAYA,GITAMBAYA,271685.117,9872350.956
6606,2100206606,002 GITAMBAYA,GITAMBAYA,271628.0926,9872361.809
14629,2100214629,002 GITAMBAYA,GITAMBAYA,271604.6299,9872298.988
7206,2100207206,002 GITAMBAYA,GITAMBAYA,271653.9183,9872261.087
6498,2100206498,002 GITAMBAYA,GITAMBAYA,271577.2543,9872284.774
203,2100200203,002 GITAMBAYA,GITAMBAYA,271760.1855,9872532.858
1074,2100201074,002 GITAMBAYA,GITAMBAYA,271718.2118,9872564.662
21765,2100221765,002 GITAMBAYA,GITAMBAYA,271701.7912,9872565.148
6212,2100206212,002 GITAMBAYA,GITAMBAYA,271661.5849,9872590.244
870,2100200870,002 GITAMBAYA,GITAMBAYA,271632.4732,9872642.261
197,2100200197,002 GITAMBAYA,GITAMBAYA,271687.3953,9872613.673
6954,2100206954,002 GITAMBAYA,GITAMBAYA,271707.8946,9872643.532
209,2100200209,002 GITAMBAYA,GITAMBAYA,271736.8658,9872632.143
247,2100200247,002 GITAMBAYA,GITAMBAYA,271807.1438,9872587.197
784,2100200784,002 GITAMBAYA,GITAMBAYA,271867.8882,9872641.159
246,2100200246,002 GITAMBAYA,GITAMBAYA,271855.8556,9872654.275
189,2100200189,002 GITAMBAYA,GITAMBAYA,271845.5008,9872656.609
782,2100200782,002 GITAMBAYA,GITAMBAYA,271803.54,9872696.432
202,2100200202,002 GITAMBAYA,GITAMBAYA,271789.949,9872683.574
729,2100200729,002 GITAMBAYA,GITAMBAYA,271774.4244,9872702.218
12328,2100212328,002 GITAMBAYA,GITAMBAYA,271767.5005,9872706.84
864,2100200864,002 GITAMBAYA,GITAMBAYA,271645.9856,9872686.807
836,2100200836,002 GITAMBAYA,GITAMBAYA,271720.0179,9872787.913
775,2100200775,002 GITAMBAYA,GITAMBAYA,271716.1019,9872815.248
21555,2100221555,002 GITAMBAYA,GITAMBAYA,271835.8888,9872787.001
9442,2100209442,002 GITAMBAYA,GITAMBAYA,271834.0332,9872787.258
9117,2100209117,002 GITAMBAYA,GITAMBAYA,271924.479,9872743.027
7413,2100207413,002 GITAMBAYA,GITAMBAYA,271917.5722,9872697.97
885,2100200885,002 GITAMBAYA,GITAMBAYA,271909.8501,9872702.831
204,2100200204,002 GITAMBAYA,GITAMBAYA,271974.3251,9872729.145
13239,2100213239,002 GITAMBAYA,GITAMBAYA,272011.2648,9872757.007
6225,2100206225,002 GITAMBAYA,GITAMBAYA,272037.3978,9872744.73
231,2100200231,002 GITAMBAYA,GITAMBAYA,272039.9883,9872547.99
12709,2100212709,002 GITAMBAYA,GITAMBAYA,271674.3696,9871997.796
16263,2100216263,002 GITAMBAYA,GITAMBAYA,271680.9207,9871995.865
12895,2100212895,002 GITAMBAYA,GITAMBAYA,271743.2039,9872025.22
1072,2100201072,002 GITAMBAYA,GITAMBAYA,271779.6708,9872013.836
15449,2100215449,002 GITAMBAYA,GITAMBAYA,271791.2387,9871976.129
11063,2100211063,002 GITAMBAYA,GITAMBAYA,271793.9111,9871975.264
9382,2100209382,002 GITAMBAYA,GITAMBAYA,271779.3565,9871960.968
282,2100200282,002 GITAMBAYA,GITAMBAYA,271770.8195,9871912.665
9368,2100209368,002 GITAMBAYA,GITAMBAYA,271827.409,9871913.057
23579,2100223579,002 GITAMBAYA,GITAMBAYA,271839.5819,9871936.697
10249,2100210249,002 GITAMBAYA,GITAMBAYA,271849.8394,9871966.42
1003,2100201003,002 GITAMBAYA,GITAMBAYA,271824.9655,9871982.236
13838,2100213838,002 GITAMBAYA,GITAMBAYA,271889.8462,9871883.405
22321,2100222321,002 GITAMBAYA,GITAMBAYA,271883.0839,9871869.796
20400,2100220400,002 GITAMBAYA,GITAMBAYA,271958.0798,9871843.214
16549,2100216549,002 GITAMBAYA,GITAMBAYA,271954.4893,9871856.502
11036,2100211036,002 GITAMBAYA,GITAMBAYA,272052.7381,9871823.466
9120,2100209120,002 GITAMBAYA,GITAMBAYA,272091.0153,9871797.392
9350,2100209350,002 GITAMBAYA,GITAMBAYA,272100.2029,9871792.606
1261,2100201261,002 GITAMBAYA,GITAMBAYA,272132.5814,9871764.555
15459,2100215459,002 GITAMBAYA,GITAMBAYA,272082.0001,9871692.037
11950,2100211950,002 GITAMBAYA,GITAMBAYA,272146.9505,9871752.971
16319,2100216319,002 GITAMBAYA,GITAMBAYA,272184.2379,9871735.873
15460,2100215460,002 GITAMBAYA,GITAMBAYA,272171.7694,9871736.159
8687,2100208687,002 GITAMBAYA,GITAMBAYA,272029.8071,9871564.863
908,2100200908,002 GITAMBAYA,GITAMBAYA,272013.4559,9871571.893
8891,2100208891,002 GITAMBAYA,GITAMBAYA,272005.07,9871571.334
5809,2100205809,002 GITAMBAYA,GITAMBAYA,271986.4972,9871571.726
17719,2100217719,002 GITAMBAYA,GITAMBAYA,271976.5827,9871580.733
11804,2100211804,002 GITAMBAYA,GITAMBAYA,271951.5726,9871579.867
22423,2100222423,002 GITAMBAYA,GITAMBAYA,271933.3961,9871596.591
13438,2100213438,002 GITAMBAYA,GITAMBAYA,271915.1598,9871593.481
12702,2100212702,002 GITAMBAYA,GITAMBAYA,271910.7408,9871623.396
9374,2100209374,002 GITAMBAYA,GITAMBAYA,271871.4443,9871570.905
22079,2100222079,002 GITAMBAYA,GITAMBAYA,271831.1239,9871651.32
22020,2100222020,002 GITAMBAYA,GITAMBAYA,271829.3051,9871677.587
19943,2100219943,002 GITAMBAYA,GITAMBAYA,271834.3905,9871675.378
18223,2100218223,002 GITAMBAYA,GITAMBAYA,271835.2566,9871683.582
22183,2100222183,002 GITAMBAYA,GITAMBAYA,271832.5591,9871693.461
6450,2100206450,002 GITAMBAYA,GITAMBAYA,271845.4321,9871698.355
946,2100200946,002 GITAMBAYA,GITAMBAYA,271845.8732,9871704.051
9114,2100209114,002 GITAMBAYA,GITAMBAYA,271855.678,9871718.178
22342,2100222342,002 GITAMBAYA,GITAMBAYA,271865.5992,9871725.411
6464,2100206464,002 GITAMBAYA,GITAMBAYA,271873.4202,9871737.51
16305,2100216305,002 GITAMBAYA,GITAMBAYA,271871.1708,9871743.591
19478,2100219478,002 GITAMBAYA,GITAMBAYA,271815.8711,9871781.174
6510,2100206510,002 GITAMBAYA,GITAMBAYA,271793.0263,9871762.263
21884,2100221884,002 GITAMBAYA,GITAMBAYA,271781.5526,9871746.734
18224,2100218224,002 GITAMBAYA,GITAMBAYA,271764.112,9871720.914
11420,2100211420,002 GITAMBAYA,GITAMBAYA,271763.9864,9871714.978
21703,2100221703,002 GITAMBAYA,GITAMBAYA,271756.4284,9871698.401
15745,2100215745,002 GITAMBAYA,GITAMBAYA,271773.127,9871672.809
10754,2100210754,002 GITAMBAYA,GITAMBAYA,271723.0075,9871679.832
21123,2100221123,002 GITAMBAYA,GITAMBAYA,271692.1382,9871699.036
22456,2100222456,002 GITAMBAYA,GITAMBAYA,271663.4285,9871708.232
1059,2100201059,002 GITAMBAYA,GITAMBAYA,271645.4689,9871707.261
19135,2100219135,002 GITAMBAYA,GITAMBAYA,271649.4055,9871702.895
16964,2100216964,002 GITAMBAYA,GITAMBAYA,271656.4351,9871782.976
919,2100200919,002 GITAMBAYA,GITAMBAYA,271699.9753,9871765.661
918,2100200918,002 GITAMBAYA,GITAMBAYA,271703.5228,9871786.402
933,2100200933,002 GITAMBAYA,GITAMBAYA,271719.0903,9871836.515
11897,2100211897,002 GITAMBAYA,GITAMBAYA,271711.9052,9871868.603
8459,2100208459,002 GITAMBAYA,GITAMBAYA,271559.9748,9872446.794
1041,2100201041,002 GITAMBAYA,GITAMBAYA,271545.2187,9872454.599
16315,2100216315,002 GITAMBAYA,GITAMBAYA,271519.7761,9872461.512
205,2100200205,002 GITAMBAYA,GITAMBAYA,271500.5644,9872472.816
181,2100200181,002 GITAMBAYA,GITAMBAYA,271527.8459,9872463.214
10077,2100210077,002 GITAMBAYA,GITAMBAYA,271559.6662,9872514.593
22835,2100222835,002 GITAMBAYA,GITAMBAYA,271544.7069,9872521.2
199,2100200199,002 GITAMBAYA,GITAMBAYA,271582.728,9872593.118
21719,2100221719,002 GITAMBAYA,GITAMBAYA,271538.2563,9872615.502
19952,2100219952,002 GITAMBAYA,GITAMBAYA,271598.5551,9872592.448
10587,2100210587,002 GITAMBAYA,GITAMBAYA,271588.4455,9872666.488
20728,2100220728,002 GITAMBAYA,GITAMBAYA,271648.0097,9872736.008
985,2100200985,002 GITAMBAYA,GITAMBAYA,271356.5803,9872017.013
9750,2100209750,002 GITAMBAYA,GITAMBAYA,271347.7964,9872002.279
930,2100200930,002 GITAMBAYA,GITAMBAYA,271382.3291,9871920.458
967,2100200967,002 GITAMBAYA,GITAMBAYA,271318.5365,9871899.987
22093,2100222093,002 GITAMBAYA,GITAMBAYA,271328.6675,9871924.972
6847,2100206847,002 GITAMBAYA,GITAMBAYA,271344.8404,9871882.42
6471,2100206471,002 GITAMBAYA,GITAMBAYA,271400.0342,9871863.197
922,2100200922,002 GITAMBAYA,GITAMBAYA,271425.4341,9871889.447
6841,2100206841,002 GITAMBAYA,GITAMBAYA,271431.9139,9871908.973
18947,2100218947,002 GITAMBAYA,GITAMBAYA,271440.2162,9871922.767
12704,2100212704,002 GITAMBAYA,GITAMBAYA,271445.2906,9871935.693
8008,2100208008,002 GITAMBAYA,GITAMBAYA,271447.0345,9871935.915
892,2100200892,002 GITAMBAYA,GITAMBAYA,271493.105,9871858.177
923,2100200923,002 GITAMBAYA,GITAMBAYA,271494.4898,9871867.561
2269,2100202269,002 GITAMBAYA,GITAMBAYA,271584.2029,9871912.751
890,2100200890,002 GITAMBAYA,GITAMBAYA,271593.8367,9871907.007
883,2100200883,002 GITAMBAYA,GITAMBAYA,271643.4157,9871852.111
6453,2100206453,002 GITAMBAYA,GITAMBAYA,271619.1847,9871800.221
724,2100200724,002 GITAMBAYA,GITAMBAYA,271612.1184,9871796.253
938,2100200938,002 GITAMBAYA,GITAMBAYA,271596.2888,9871800.389
8475,2100208475,002 GITAMBAYA,GITAMBAYA,277037.6093,9866265.848
6506,2100206506,002 GITAMBAYA,GITAMBAYA,271598.1965,9871677.18
962,2100200962,002 GITAMBAYA,GITAMBAYA,271624.7628,9871604.792
895,2100200895,002 GITAMBAYA,GITAMBAYA,271647.4808,9871619.481
13210,2100213210,002 GITAMBAYA,GITAMBAYA,271653.4981,9871637.053
965,2100200965,002 GITAMBAYA,GITAMBAYA,271656.546,9871655.673
964,2100200964,002 GITAMBAYA,GITAMBAYA,271663.7457,9871654.701
23132,2100223132,002 GITAMBAYA,GITAMBAYA,271715.2744,9871597.594
3382,2100203382,002 GITAMBAYA,GITAMBAYA,271731.7851,9871652.022
1042,2100201042,002 GITAMBAYA,GITAMBAYA,271729.7242,9871602.895
19151,2100219151,002 GITAMBAYA,GITAMBAYA,271726.4459,9871594.874
9377,2100209377,002 GITAMBAYA,GITAMBAYA,271737.579,9871568.356
7229,2100207229,002 GITAMBAYA,GITAMBAYA,271809.1341,9871630.253
19602,2100219602,002 GITAMBAYA,GITAMBAYA,271804.7727,9871606.378
3932,2100203932,002 GITAMBAYA,GITAMBAYA,271797.1717,9871597.856
9127,2100209127,002 GITAMBAYA,GITAMBAYA,271927.8139,9871516.309
11706,2100211706,002 GITAMBAYA,GITAMBAYA,271521.9764,9871830.769
10607,2100210607,002 GITAMBAYA,GITAMBAYA,271492.5606,9871764.534
1062,2100201062,002 GITAMBAYA,GITAMBAYA,271456.131,9871775.623
880,2100200880,002 GITAMBAYA,GITAMBAYA,271379.5452,9871793.688
901,2100200901,002 GITAMBAYA,GITAMBAYA,271302.881,9871843.163
18953,2100218953,002 GITAMBAYA,GITAMBAYA,271421.6151,9872064.49
6232,2100206232,002 GITAMBAYA,GITAMBAYA,271435.6455,9872110.953
19883,2100219883,002 GITAMBAYA,GITAMBAYA,271383.6616,9872130.142
943,2100200943,002 GITAMBAYA,GITAMBAYA,271464.2179,9872112.062
725,2100200725,002 GITAMBAYA,GITAMBAYA,271434.9051,9872185.296
6240,2100206240,002 GITAMBAYA,GITAMBAYA,271482.4157,9872245.516
21173,2100221173,002 GITAMBAYA,GITAMBAYA,271480.1285,9872252.501
9427,2100209427,002 GITAMBAYA,GITAMBAYA,271494.2553,9872319.683
11406,2100211406,002 GITAMBAYA,GITAMBAYA,271484.0094,9872325.261
1064,2100201064,002 GITAMBAYA,GITAMBAYA,271182.7849,9871734.907
21513,2100221513,002 GITAMBAYA,GITAMBAYA,271176.9291,9871673.721
19334,2100219334,002 GITAMBAYA,GITAMBAYA,271161.8581,9871680.715
10582,2100210582,002 GITAMBAYA,GITAMBAYA,271124.8061,9871705.5
988,2100200988,002 GITAMBAYA,GITAMBAYA,271136.7714,9871733.97
7593,2100207593,002 GITAMBAYA,GITAMBAYA,271158.5524,9871761.508
16559,2100216559,002 GITAMBAYA,GITAMBAYA,271156.6649,9871780.198
21767,2100221767,002 GITAMBAYA,GITAMBAYA,271165.2355,9871807.67
22077,2100222077,002 GITAMBAYA,GITAMBAYA,271170.372,9871811.822
22023,2100222023,002 GITAMBAYA,GITAMBAYA,271167.891,9871830.069
22182,2100222182,002 GITAMBAYA,GITAMBAYA,271177.5656,9871844.731
1030,2100201030,002 GITAMBAYA,GITAMBAYA,271103.5907,9871844.456
10255,2100210255,002 GITAMBAYA,GITAMBAYA,271085.4931,9871803.336
722,2100200722,002 GITAMBAYA,GITAMBAYA,271088.6105,9871803.007
17059,2100217059,002 GITAMBAYA,GITAMBAYA,271083.0584,9871783.61
1091,2100201091,002 GITAMBAYA,GITAMBAYA,271086.8528,9871770.543
1001,2100201001,002 GITAMBAYA,GITAMBAYA,271110.2382,9871760.754
893,2100200893,002 GITAMBAYA,GITAMBAYA,271066.2657,9871734.214
19675,2100219675,002 GITAMBAYA,GITAMBAYA,271061.1179,9871720.127
473,2100200473,002 GITAMBAYA,GITAMBAYA,270994.8693,9871760.061
6509,2100206509,002 GITAMBAYA,GITAMBAYA,271005.1932,9871774.834
21537,2100221537,002 GITAMBAYA,GITAMBAYA,271024.3834,9871793.024
984,2100200984,002 GITAMBAYA,GITAMBAYA,271022.2683,9871818.443
8286,2100208286,002 GITAMBAYA,GITAMBAYA,271026.1537,9871833.69
726,2100200726,002 GITAMBAYA,GITAMBAYA,271020.4685,9871844.046
12045,2100212045,002 GITAMBAYA,GITAMBAYA,270946.2135,9871846.038
6850,2100206850,002 GITAMBAYA,GITAMBAYA,270934.6091,9871780.682
1061,2100201061,002 GITAMBAYA,GITAMBAYA,270907.3979,9871795.649
22215,2100222215,002 GITAMBAYA,GITAMBAYA,270805.0351,9871897.255
8479,2100208479,002 GITAMBAYA,GITAMBAYA,270799.952,9871870.706
18228,2100218228,002 GITAMBAYA,GITAMBAYA,270827.2249,9871847.5
7592,2100207592,002 GITAMBAYA,GITAMBAYA,270751.2711,9871812.605
22184,2100222184,002 GITAMBAYA,GITAMBAYA,270736.05,9871898.366
12322,2100212322,002 GITAMBAYA,GITAMBAYA,270763.9786,9871968.564
22147,2100222147,002 GITAMBAYA,GITAMBAYA,270683.9686,9871923.896
21595,2100221595,002 GITAMBAYA,GITAMBAYA,270688.8809,9871878.976
12716,2100212716,002 GITAMBAYA,GITAMBAYA,270663.0376,9871900.967
21421,2100221421,002 GITAMBAYA,GITAMBAYA,270647.8463,9871869.269
23141,2100223141,002 GITAMBAYA,GITAMBAYA,270646.0973,9871850.483
7780,2100207780,002 GITAMBAYA,GITAMBAYA,270620.709,9871884.53
7781,2100207781,002 GITAMBAYA,GITAMBAYA,270624.0061,9871892.091
22123,2100222123,002 GITAMBAYA,GITAMBAYA,270682.8788,9871942.624
22716,2100222716,002 GITAMBAYA,GITAMBAYA,270701.683,9872006.989
12307,2100212307,002 GITAMBAYA,GITAMBAYA,270728.7954,9872384.035
17563,2100217563,002 GITAMBAYA,GITAMBAYA,270772.8599,9872386.334
10887,2100210887,002 GITAMBAYA,GITAMBAYA,270771.0694,9872399.089
6261,2100206261,002 GITAMBAYA,GITAMBAYA,270804.4568,9872361.785
4167,2100204167,002 GITAMBAYA,GITAMBAYA,270911.1872,9872326.746
6514,2100206514,002 GITAMBAYA,GITAMBAYA,270919.627,9872355.582
15999,2100215999,002 GITAMBAYA,GITAMBAYA,270985.4169,9872334.081
9412,2100209412,002 GITAMBAYA,GITAMBAYA,271198.7042,9872272.279
926,2100200926,002 GITAMBAYA,GITAMBAYA,271371.1856,9872320.221
727,2100200727,002 GITAMBAYA,GITAMBAYA,271359.7929,9872320.895
16312,2100216312,002 GITAMBAYA,GITAMBAYA,271345.4914,9872315.76
7800,2100207800,002 GITAMBAYA,GITAMBAYA,271336.6565,9872320.141
18033,2100218033,002 GITAMBAYA,GITAMBAYA,271408.3886,9872368.747
17714,2100217714,002 GITAMBAYA,GITAMBAYA,271390.0511,9872377.213
9451,2100209451,002 GITAMBAYA,GITAMBAYA,271392.0855,9872386.155
13129,2100213129,002 GITAMBAYA,GITAMBAYA,271373.9203,9872387.248
21182,2100221182,002 GITAMBAYA,GITAMBAYA,271423.7538,9872442.474
1085,2100201085,002 GITAMBAYA,GITAMBAYA,271440.9192,9872515.632
3187,2100203187,002 GITAMBAYA,GITAMBAYA,271409.0931,9872523.849
290,2100200290,002 GITAMBAYA,GITAMBAYA,271387.2451,9872537.382
6256,2100206256,002 GITAMBAYA,GITAMBAYA,271200.2463,9872371.952
6235,2100206235,002 GITAMBAYA,GITAMBAYA,271179.0394,9872371.309
11727,2100211727,002 GITAMBAYA,GITAMBAYA,270958.3589,9872393.786
3736,2100203736,002 GITAMBAYA,GITAMBAYA,270849.2109,9872436.566
956,2100200956,002 GITAMBAYA,GITAMBAYA,270803.9254,9872455.059
16547,2100216547,002 GITAMBAYA,GITAMBAYA,270776.0155,9872461.288
8902,2100208902,002 GITAMBAYA,GITAMBAYA,270679.9064,9872561.774
11864,2100211864,002 GITAMBAYA,GITAMBAYA,270662.8823,9872498.461
949,2100200949,002 GITAMBAYA,GITAMBAYA,271002.4949,9872630.673
273,2100200273,002 GITAMBAYA,GITAMBAYA,270999.4237,9872618.615
9383,2100209383,002 GITAMBAYA,GITAMBAYA,272422.9271,9868446.563
7390,2100207390,002 GITAMBAYA,GITAMBAYA,271298.8564,9872713.212
12054,2100212054,002 GITAMBAYA,GITAMBAYA,269356.2087,9872561.809
16551,2100216551,002 GITAMBAYA,GITAMBAYA,269346.7368,9872574.448
17717,2100217717,002 GITAMBAYA,GITAMBAYA,269441.013,9872572.268
12337,2100212337,002 GITAMBAYA,GITAMBAYA,269435.0085,9872562.364
21243,2100221243,002 GITAMBAYA,GITAMBAYA,269438.6532,9872551.325
18893,2100218893,002 GITAMBAYA,GITAMBAYA,269428.7427,9872529.345
17959,2100217959,002 GITAMBAYA,GITAMBAYA,269447.416,9872493.265
21621,2100221621,002 GITAMBAYA,GITAMBAYA,269473.5989,9872540.567
19529,2100219529,002 GITAMBAYA,GITAMBAYA,269625.1405,9872503.164
12334,2100212334,002 GITAMBAYA,GITAMBAYA,269615.0675,9872474.916
19338,2100219338,002 GITAMBAYA,GITAMBAYA,269609.0148,9872454.892
12336,2100212336,002 GITAMBAYA,GITAMBAYA,269608.0111,9872457.306
22307,2100222307,002 GITAMBAYA,GITAMBAYA,269555.9709,9872400.013
18952,2100218952,002 GITAMBAYA,GITAMBAYA,269537.4835,9872384.607
12724,2100212724,002 GITAMBAYA,GITAMBAYA,269531.8501,9872349.357
11654,2100211654,002 GITAMBAYA,GITAMBAYA,269726.1842,9872558.226
13833,2100213833,002 GITAMBAYA,GITAMBAYA,269823.5241,9872552.397
15452,2100215452,002 GITAMBAYA,GITAMBAYA,269785.028,9872495.888
11908,2100211908,002 GITAMBAYA,GITAMBAYA,269759.8443,9872350.519
1045,2100201045,002 GITAMBAYA,GITAMBAYA,269736.0788,9872347.018
17601,2100217601,002 GITAMBAYA,GITAMBAYA,269718.5685,9872238.208
8469,2100208469,002 GITAMBAYA,GITAMBAYA,269695.1997,9872250.597
7803,2100207803,002 GITAMBAYA,GITAMBAYA,269698.292,9872233.751
12317,2100212317,002 GITAMBAYA,GITAMBAYA,269692.5304,9872221.58
22217,2100222217,002 GITAMBAYA,GITAMBAYA,269689.0395,9872199.973
10243,2100210243,002 GITAMBAYA,GITAMBAYA,269693.8134,9872166.925
19826,2100219826,002 GITAMBAYA,GITAMBAYA,269682.5021,9872157.552
22913,2100222913,002 GITAMBAYA,GITAMBAYA,269857.7762,9872576.718
12725,2100212725,002 GITAMBAYA,GITAMBAYA,269886.227,9872566.858
22838,2100222838,002 GITAMBAYA,GITAMBAYA,269904.0225,9872564.254
7779,2100207779,002 GITAMBAYA,GITAMBAYA,269923.8773,9872561.89
11680,2100211680,002 GITAMBAYA,GITAMBAYA,269940.5606,9872557.791
12335,2100212335,002 GITAMBAYA,GITAMBAYA,269959.0824,9872551.298
18090,2100218090,002 GITAMBAYA,GITAMBAYA,269912.8352,9872488.423
11682,2100211682,002 GITAMBAYA,GITAMBAYA,269903.8756,9872485.541
12722,2100212722,002 GITAMBAYA,GITAMBAYA,269882.4563,9872496.125
17997,2100217997,002 GITAMBAYA,GITAMBAYA,269860.4519,9872494.671
17965,2100217965,002 GITAMBAYA,GITAMBAYA,269848.5909,9872501.317
12701,2100212701,002 GITAMBAYA,GITAMBAYA,269851.1676,9872504.637
262,2100200262,002 GITAMBAYA,GITAMBAYA,269831.4042,9872508.881
16004,2100216004,002 GITAMBAYA,GITAMBAYA,269832.316,9872505.25
21328,2100221328,002 GITAMBAYA,GITAMBAYA,269945.9553,9872461.847
18887,2100218887,002 GITAMBAYA,GITAMBAYA,269938.7193,9872410.559
22214,2100222214,002 GITAMBAYA,GITAMBAYA,269875.5196,9872339.414
22369,2100222369,002 GITAMBAYA,GITAMBAYA,269850.9281,9872349.184
22340,2100222340,002 GITAMBAYA,GITAMBAYA,269848.9423,9872349.846
22146,2100222146,002 GITAMBAYA,GITAMBAYA,269848.1026,9872356.371
11994,2100211994,002 GITAMBAYA,GITAMBAYA,269786.5677,9872368.696
21821,2100221821,002 GITAMBAYA,GITAMBAYA,269852.8367,9872276.003
10590,2100210590,002 GITAMBAYA,GITAMBAYA,269731.8015,9872232.946
11677,2100211677,002 GITAMBAYA,GITAMBAYA,269755.1647,9872228.465
22606,2100222606,002 GITAMBAYA,GITAMBAYA,269768.0426,9872226.631
17715,2100217715,002 GITAMBAYA,GITAMBAYA,269830.9165,9872210.068
23110,2100223110,002 GITAMBAYA,GITAMBAYA,269815.6931,9872120.468
22651,2100222651,002 GITAMBAYA,GITAMBAYA,269816.317,9872130.036
22643,2100222643,002 GITAMBAYA,GITAMBAYA,269884.8117,9872114.933
22560,2100222560,002 GITAMBAYA,GITAMBAYA,269854.4127,9872124.792
22628,2100222628,002 GITAMBAYA,GITAMBAYA,269850.7378,9872126.301
22652,2100222652,002 GITAMBAYA,GITAMBAYA,269887.8552,9872088.741
22561,2100222561,002 GITAMBAYA,GITAMBAYA,269948.0229,9872068.213
1038,2100201038,002 GITAMBAYA,GITAMBAYA,270018.0857,9872039.968
9106,2100209106,002 GITAMBAYA,GITAMBAYA,270018.3486,9872061.112
9423,2100209423,002 GITAMBAYA,GITAMBAYA,270160.0989,9872041.048
22306,2100222306,002 GITAMBAYA,GITAMBAYA,270425.987,9871904.647
6449,2100206449,002 GITAMBAYA,GITAMBAYA,270426.3916,9871909.57
9353,2100209353,002 GITAMBAYA,GITAMBAYA,270469.6389,9871912.956
7991,2100207991,002 GITAMBAYA,GITAMBAYA,270486.1738,9871959.624
947,2100200947,002 GITAMBAYA,GITAMBAYA,270496.5094,9871983.78
974,2100200974,002 GITAMBAYA,GITAMBAYA,270507.9476,9872048.288
6238,2100206238,002 GITAMBAYA,GITAMBAYA,270365.4417,9872112.739
265,2100200265,002 GITAMBAYA,GITAMBAYA,270310.1502,9872087.242
24110,2100224110,002 GITAMBAYA,GITAMBAYA,270247.4059,9872155.475
20324,2100220324,002 GITAMBAYA,GITAMBAYA,270195.4203,9872176.563
23775,2100223775,002 GITAMBAYA,GITAMBAYA,270174.2853,9872178.962
7591,2100207591,002 GITAMBAYA,GITAMBAYA,270168.2527,9872182.276
18221,2100218221,002 GITAMBAYA,GITAMBAYA,270141.061,9872195.676
7213,2100207213,002 GITAMBAYA,GITAMBAYA,270128.7961,9872145.49
7801,2100207801,002 GITAMBAYA,GITAMBAYA,270115.1987,9872116.097
7601,2100207601,002 GITAMBAYA,GITAMBAYA,270125.5528,9872114.961
9417,2100209417,002 GITAMBAYA,GITAMBAYA,270089.5405,9872214.957
12338,2100212338,002 GITAMBAYA,GITAMBAYA,270068.4336,9872204.25
9372,2100209372,002 GITAMBAYA,GITAMBAYA,270061.7275,9872189.719
23002,2100223002,002 GITAMBAYA,GITAMBAYA,270066.0205,9872205.631
15218,2100215218,002 GITAMBAYA,GITAMBAYA,270018.689,9872230.648
22567,2100222567,002 GITAMBAYA,GITAMBAYA,269965.8516,9872249.191
22846,2100222846,002 GITAMBAYA,GITAMBAYA,269930.2078,9872250.805
992,2100200992,002 GITAMBAYA,GITAMBAYA,269906.8556,9872265.867
18070,2100218070,002 GITAMBAYA,GITAMBAYA,269945.6639,9872326.709
10545,2100210545,002 GITAMBAYA,GITAMBAYA,269950.0639,9872323.025
