New Acc No,Old Acc No,Zone,Subzone,Longitude,Latitude
13793,3200113793,001 MEMBLEY,MEMBLEY,269348.873,9870990.311
19573,3200119573,001 MEMBLEY,MEMBLEY,269438.6768,9870988.092
12560,3200112560,001 MEMBLEY,MEMBLEY,269191.6244,9871169.225
13010,3200113010,001 MEMBLEY,MEMBLEY,269186.4878,9871188.946
11760,3200311760,001 MEMBLEY,MEMBLEY,269290.6235,9871455.207
11287,3200111287,001 MEMBLEY,MEMBLEY,270258.8574,9871095.334
12655,3200112655,001 MEMBLEY,MEMBLEY,269309.8256,9871457.378
12303,3200112303,001 MEMBLEY,MEMBLEY,270247.5164,9871076.154
6921,3200106921,001 MEMBLEY,MEMBLEY,269320.3737,9871520.467
13795,3200113795,001 MEMBLEY,MEMBLEY,270235.8056,9871055.094
10945,3200110945,001 MEMBLEY,MEMBLEY,269334.7476,9871528.164
14081,3200114081,001 MEMBLEY,MEMBLEY,270217.8292,9871026.417
12576,3200112576,001 MEMBLEY,MEMBLEY,269345.2237,9871537.628
12028,3200112028,001 MEMBLEY,MEMBLEY,269343.8291,9871541.904
6900,3200106900,001 MEMBLEY,MEMBLEY,269354.6673,9871538.483
13153,3200113153,001 MEMBLEY,MEMBLEY,270182.3048,9870992.03
6404,3200106404,001 MEMBLEY,MEMBLEY,269611.8848,9871461.452
13416,3200113416,001 MEMBLEY,MEMBLEY,269671.4992,9871436.389
2370,320012370,001 MEMBLEY,MEMBLEY,270162.4952,9870958.319
5480,3200105480,001 MEMBLEY,MEMBLEY,269686.277,9871424.381
20279,3200120279,001 MEMBLEY,MEMBLEY,269601.3664,9871408.355
6402,3200106402,001 MEMBLEY,MEMBLEY,269594.0972,9871402.875
1637,320011637,001 MEMBLEY,MEMBLEY,269577.8352,9871389.222
10930,3200110930,001 MEMBLEY,MEMBLEY,269572.977,9871385.126
6395,3200106395,001 MEMBLEY,MEMBLEY,269569.0569,9871366.874
8660,3200108660,001 MEMBLEY,MEMBLEY,269525.5755,9871328.518
14819,3200114819,001 MEMBLEY,MEMBLEY,270289.2851,9871020.773
20349,3200120349,001 MEMBLEY,MEMBLEY,269497.1886,9871301.879
10949,3200110949,001 MEMBLEY,MEMBLEY,269539.4917,9871277.245
2198,320012198,001 MEMBLEY,MEMBLEY,269572.2179,9871256.531
11611,3200111611,001 MEMBLEY,MEMBLEY,270228.0965,9870941.113
13790,3200113790,001 MEMBLEY,MEMBLEY,269487.1213,9871190.42
13065,3200113065,001 MEMBLEY,MEMBLEY,269471.5118,9871172.62
2042/20150600806,320012042/20150600806,001 MEMBLEY,MEMBLEY,269463.862,9871180.044
8158,320018158,001 MEMBLEY,MEMBLEY,269611.0064,9871166.732
20011,3200120011,001 MEMBLEY,MEMBLEY,269630.6271,9871129.215
5481,3200105481,001 MEMBLEY,MEMBLEY,269657.1124,9871117.732
15971,3200115971,001 MEMBLEY,MEMBLEY,269688.4275,9871098.215
11565,3200111565,001 MEMBLEY,MEMBLEY,270316.2154,9870958.837
5620,3200105620,001 MEMBLEY,MEMBLEY,269731.1072,9871064.899
12990,3200112990,001 MEMBLEY,MEMBLEY,270299.8448,9870941.626
6068,3200106068,001 MEMBLEY,MEMBLEY,269740.0527,9871065.968
5488,3200105488,001 MEMBLEY,MEMBLEY,269767.3719,9871102.955
19946,3200119946,001 MEMBLEY,MEMBLEY,270287.0226,9870918.151
7732,3200107732,001 MEMBLEY,MEMBLEY,269788.2624,9871130.197
517,3200100517,001 MEMBLEY,MEMBLEY,269808.4281,9871159.135
6791,3200106791,001 MEMBLEY,MEMBLEY,269820.9622,9871170.647
21634,3200121634,001 MEMBLEY,MEMBLEY,270256.1435,9870874.588
5529,3200105529,001 MEMBLEY,MEMBLEY,269831.335,9871194.544
15700,3200115700,001 MEMBLEY,MEMBLEY,270243.3483,9870864.79
5478,3200105478,001 MEMBLEY,MEMBLEY,269855.3226,9871223.835
10906,3200110906,001 MEMBLEY,MEMBLEY,269859.086,9871228.022
7575,3200107575,001 MEMBLEY,MEMBLEY,269864.7909,9871241.372
20150601284,3.20012E+15,001 MEMBLEY,MEMBLEY,269885.5729,9871264.817
11553,3200111553,001 MEMBLEY,MEMBLEY,270376.8382,9870924.484
6892,3200106892,001 MEMBLEY,MEMBLEY,269894.8953,9871278.925
12996,3200112996,001 MEMBLEY,MEMBLEY,270350.5221,9870933.166
9062,3200109062,001 MEMBLEY,MEMBLEY,269914.1733,9871303.807
1436,320011436,001 MEMBLEY,MEMBLEY,270322.3768,9870880.885
5467,3200105467,001 MEMBLEY,MEMBLEY,269932.7089,9871329.093
12556,3200112556,001 MEMBLEY,MEMBLEY,269898.7399,9871298.911
571,3200100571,001 MEMBLEY,MEMBLEY,269861.5219,9871321.963
11562,3200111562,001 MEMBLEY,MEMBLEY,269845.556,9871334.781
10870,3200110870,001 MEMBLEY,MEMBLEY,268968.7393,9872196.825
560,3200100560,001 MEMBLEY,MEMBLEY,269818.3625,9871350.743
8654,3200108654,001 MEMBLEY,MEMBLEY,269790.9115,9871363.479
2409,320012409,001 MEMBLEY,MEMBLEY,269736.3346,9871451.866
11563,3200111563,001 MEMBLEY,MEMBLEY,269022.1065,9872266.009
5492,3200105492,001 MEMBLEY,MEMBLEY,269737.2349,9871463.885
5546,3200105546,001 MEMBLEY,MEMBLEY,269902.9201,9871367.266
13411,3200113411,001 MEMBLEY,MEMBLEY,269008.4325,9872240.026
17179158,3.20012E+12,001 MEMBLEY,MEMBLEY,269983.0779,9871311.157
5405,3200105405,001 MEMBLEY,MEMBLEY,269972.558,9871285.619
5484,3200105484,001 MEMBLEY,MEMBLEY,269946.1651,9871247.073
5608,3200105608,001 MEMBLEY,MEMBLEY,269916.0639,9871205.298
11293,3200111293,001 MEMBLEY,MEMBLEY,269094.0305,9872179.496
17394,3200117394,001 MEMBLEY,MEMBLEY,269903.0695,9871188.846
15432,3200115432,001 MEMBLEY,MEMBLEY,269889.945,9871172.743
5506,3200105506,001 MEMBLEY,MEMBLEY,269881.8447,9871162.009
5560,3200105560,001 MEMBLEY,MEMBLEY,269876.0061,9871153.802
6707,3200106707,001 MEMBLEY,MEMBLEY,269827.8173,9871083.146
12566,3200112566,001 MEMBLEY,MEMBLEY,269815.654,9871072.058
13808,3200113808,001 MEMBLEY,MEMBLEY,269171.7364,9872178.631
11704,3200111704,001 MEMBLEY,MEMBLEY,269774.0985,9871013.722
22101,3200122101,001 MEMBLEY,MEMBLEY,269776.0821,9871015.898
18744,3200118744,001 MEMBLEY,MEMBLEY,269113.8883,9872096.706
5603,3200105603,001 MEMBLEY,MEMBLEY,270011.4422,9871267.398
5444,3200105444,001 MEMBLEY,MEMBLEY,269988.6854,9871208.531
22459,3200122459,001 MEMBLEY,MEMBLEY,269970.5829,9871195.66
5519,3200105519,001 MEMBLEY,MEMBLEY,269966.3608,9871184.505
21892,3200121892,001 MEMBLEY,MEMBLEY,269096.5221,9872070.609
8834,3200108834,001 MEMBLEY,MEMBLEY,269952.5628,9871171.678
11580,3200111580,001 MEMBLEY,MEMBLEY,269062.9097,9872034.325
5469,3200105469,001 MEMBLEY,MEMBLEY,269945.9476,9871164.231
1305,320011305,001 MEMBLEY,MEMBLEY,269038.2782,9872022.694
5572,3200105572,001 MEMBLEY,MEMBLEY,269938.8102,9871156.041
12244,3200112244,001 MEMBLEY,MEMBLEY,269190.459,9871846.854
8261,3200108261,001 MEMBLEY,MEMBLEY,269933.088,9871146.73
15969,3200115969,001 MEMBLEY,MEMBLEY,269275.4155,9871876.723
5424,3200105424,001 MEMBLEY,MEMBLEY,269922.3543,9871128.692
5440,3200105440,001 MEMBLEY,MEMBLEY,269914.6608,9871117.236
5516,3200105516,001 MEMBLEY,MEMBLEY,269895.8859,9871091.915
5557,3200105557,001 MEMBLEY,MEMBLEY,269885.6057,9871077.934
13015,3200113015,001 MEMBLEY,MEMBLEY,269313.1505,9871933.49
6018,3200106018,001 MEMBLEY,MEMBLEY,269877.3887,9871065.007
7570,3200107570,001 MEMBLEY,MEMBLEY,269864.0825,9871043.577
1304,320011304,001 MEMBLEY,MEMBLEY,270008.2864,9871244.279
1079,320011079,001 MEMBLEY,MEMBLEY,269381.9732,9871926.425
5587,3200105587,001 MEMBLEY,MEMBLEY,269991.4532,9871124.06
19483,3200119483,001 MEMBLEY,MEMBLEY,269467.6585,9871898.579
5420,3200105420,001 MEMBLEY,MEMBLEY,269975.864,9871103.975
5594,3200105594,001 MEMBLEY,MEMBLEY,269966.2076,9871089.847
18743,3200118743,001 MEMBLEY,MEMBLEY,269945.46,9871064.135
6887,3200106887,001 MEMBLEY,MEMBLEY,269943.1187,9871060.45
5590,3200105590,001 MEMBLEY,MEMBLEY,269936.3814,9871050.254
5566,3200105566,001 MEMBLEY,MEMBLEY,269922.1681,9871028.449
1519,320011519,001 MEMBLEY,MEMBLEY,269508.6145,9871787.637
15127,3200115127,001 MEMBLEY,MEMBLEY,269981.107,9871013.395
5569,3200105569,001 MEMBLEY,MEMBLEY,269996.148,9871022.106
18157,3200118157,001 MEMBLEY,MEMBLEY,269544.3751,9871829.213
5485,3200105485,001 MEMBLEY,MEMBLEY,270009.9681,9871050.966
1142,320011142,001 MEMBLEY,MEMBLEY,269533.3312,9871834.993
2251,320012251,001 MEMBLEY,MEMBLEY,270013.0078,9871055.447
19239,3200119239,001 MEMBLEY,MEMBLEY,269537.8563,9871837.983
5589,3200105589,001 MEMBLEY,MEMBLEY,270018.733,9871066.364
8263,3200108263,001 MEMBLEY,MEMBLEY,270033.9375,9871079.85
5577,3200105577,001 MEMBLEY,MEMBLEY,270038.6822,9871086.711
5526,3200105526,001 MEMBLEY,MEMBLEY,270042.7382,9871096.816
5575,3200105575,001 MEMBLEY,MEMBLEY,270050.8558,9871109.173
12452,3200112452,001 MEMBLEY,MEMBLEY,270061.2176,9871122.766
1006,320011006,001 MEMBLEY,MEMBLEY,269657.8045,9871869.758
5435,3200105435,001 MEMBLEY,MEMBLEY,270113.2802,9871148.427
5562,3200105562,001 MEMBLEY,MEMBLEY,270133.6961,9871139.686
14789,3200114789,001 MEMBLEY,MEMBLEY,269692.5856,9871855.276
5565,3200105565,001 MEMBLEY,MEMBLEY,270122.7274,9871113.222
5545,3200105545,001 MEMBLEY,MEMBLEY,270110.5587,9871089.713
7564,3200107564,001 MEMBLEY,MEMBLEY,270103.904,9871081.137
5563,3200105563,001 MEMBLEY,MEMBLEY,270093.1349,9871066.437
5564,3200105564,001 MEMBLEY,MEMBLEY,270087.0931,9871057.142
5552,3200105552,001 MEMBLEY,MEMBLEY,270080.6947,9871053.414
5464,3200105464,001 MEMBLEY,MEMBLEY,270060.6986,9871020.9
5463,3200105463,001 MEMBLEY,MEMBLEY,270074.102,9871036.136
21087,3200121087,001 MEMBLEY,MEMBLEY,270111.1184,9871085.4
5462,3200105462,001 MEMBLEY,MEMBLEY,270121.5922,9871098.072
11307,3200111307,001 MEMBLEY,MEMBLEY,270133.6213,9871115.169
5531,3200105531,001 MEMBLEY,MEMBLEY,270154.9887,9871124.623
6807,3200206807,001 MEMBLEY,MEMBLEY,269612.9214,9871718.255
10887,3200110887,001 MEMBLEY,MEMBLEY,270108.7191,9870992.16
12003,3200212003,001 MEMBLEY,MEMBLEY,269660.3192,9871703.93
5524,3200105524,001 MEMBLEY,MEMBLEY,270121.6034,9871007.009
14613,3200114613,001 MEMBLEY,MEMBLEY,269664.3091,9871702.827
5521,3200105521,001 MEMBLEY,MEMBLEY,270127.7365,9871018.258
17910,3200117910,001 MEMBLEY,MEMBLEY,269719.1524,9871757.578
14078,3200114078,001 MEMBLEY,MEMBLEY,270160.9104,9871064.857
6821,3200206821,001 MEMBLEY,MEMBLEY,269722.0564,9871744.584
19207,3200119207,001 MEMBLEY,MEMBLEY,270165.8271,9871070.232
14282,3200114282,001 MEMBLEY,MEMBLEY,269778.1386,9871678.171
11567,3200111567,001 MEMBLEY,MEMBLEY,270235.3116,9871146.913
21723,3200121723,001 MEMBLEY,MEMBLEY,269714.4455,9871673.406
5532,3200105532,001 MEMBLEY,MEMBLEY,270212.6496,9871156.961
21349,3200121349,001 MEMBLEY,MEMBLEY,269730.3915,9871662.56
5544,3200105544,001 MEMBLEY,MEMBLEY,270204.7983,9871161.047
5407,3200105407,001 MEMBLEY,MEMBLEY,270190.4111,9871171.563
13006,3200113006,001 MEMBLEY,MEMBLEY,269748.0348,9871639.439
5593,3200105593,001 MEMBLEY,MEMBLEY,270143.2278,9871197.206
5534,3200105534,001 MEMBLEY,MEMBLEY,270102.5039,9871219.371
11279,3200111279,001 MEMBLEY,MEMBLEY,269821.5132,9871608.947
7735,3200107735,001 MEMBLEY,MEMBLEY,270082.5504,9871230.048
6048,3200106048,001 MEMBLEY,MEMBLEY,270031.2994,9871261.421
6699,3200106699,001 MEMBLEY,MEMBLEY,270063.9099,9871271.916
5445,320015445,001 MEMBLEY,MEMBLEY,270256.9251,9871174.929
17179774,3.20012E+12,001 MEMBLEY,MEMBLEY,270322.1666,9871184.732
18840,3200118840,001 MEMBLEY,MEMBLEY,269994.5615,9871414.542
6912,3200106912,001 MEMBLEY,MEMBLEY,270303.5102,9871151.655
5542,3200105542,001 MEMBLEY,MEMBLEY,270295.5477,9871133.869
5537,3200105537,001 MEMBLEY,MEMBLEY,270289.9522,9871123.615
18759,3200118759,001 MEMBLEY,MEMBLEY,270275.1039,9871104.673
15423,3200115423,001 MEMBLEY,MEMBLEY,270267.3756,9871092.778
11558,3200111558,001 MEMBLEY,MEMBLEY,270264.5203,9871089.974
22675,3200122675,001 MEMBLEY,MEMBLEY,270253.6772,9871075.034
19412,3200119412,001 MEMBLEY,MEMBLEY,270085.1039,9871543.737
9331,3200109331,001 MEMBLEY,MEMBLEY,270242.2982,9871056.961
15713,3200115713,001 MEMBLEY,MEMBLEY,270103.6811,9871563.014
9334,3200109334,001 MEMBLEY,MEMBLEY,270238.0748,9871047.428
2503,320012503,001 MEMBLEY,MEMBLEY,270029.4182,9871347.395
10967,3200110967,001 MEMBLEY,MEMBLEY,270226.0415,9871036.119
6061,3200106061,001 MEMBLEY,MEMBLEY,270035.3951,9871344.1
5415,3200105415,001 MEMBLEY,MEMBLEY,270218.2174,9871028.353
12267,3200112267,001 MEMBLEY,MEMBLEY,270204.4322,9871002.425
12559,3200112559,001 MEMBLEY,MEMBLEY,270068.2026,9871288.048
6915,3200106915,001 MEMBLEY,MEMBLEY,270182.2073,9870974.497
12567,3200112567,001 MEMBLEY,MEMBLEY,269616.1038,9871552.924
10868,3200110868,001 MEMBLEY,MEMBLEY,270168.8127,9870966.136
14080,3200114080,001 MEMBLEY,MEMBLEY,270163.0927,9870953.102
11568,3200111568,001 MEMBLEY,MEMBLEY,269461.2137,9871628.574
5571,3200105571,001 MEMBLEY,MEMBLEY,270157.9808,9870940.877
1201927,3.20011E+11,001 MEMBLEY,MEMBLEY,270205.8674,9871018.887
5436,3200105436,001 MEMBLEY,MEMBLEY,270352.461,9871123.016
540,3200100540,001 MEMBLEY,MEMBLEY,270340.0779,9871106.144
21833,3200121833,001 MEMBLEY,MEMBLEY,270349.1541,9871255.608
15974,3200115974,001 MEMBLEY,MEMBLEY,270315.5903,9871072.898
13016,3200213016,001 MEMBLEY,MEMBLEY,270362.0133,9871253.94
5549,3200105549,001 MEMBLEY,MEMBLEY,270311.7548,9871068.078
5450,3200105450,001 MEMBLEY,MEMBLEY,270368.534,9871293.374
7959,3200107959,001 MEMBLEY,MEMBLEY,270306.3062,9871059.061
8656,3200108656,001 MEMBLEY,MEMBLEY,270363.5666,9871337.225
6937,3200106937,001 MEMBLEY,MEMBLEY,268882.4902,9871930.004
5451,3200105451,001 MEMBLEY,MEMBLEY,270279.3555,9871021.844
6920,3200106920,001 MEMBLEY,MEMBLEY,268811.4234,9871859.203
16211,3200116211,001 MEMBLEY,MEMBLEY,270264.6757,9871003.136
6161,3200106161,001 MEMBLEY,MEMBLEY,268804.931,9871851.891
14077,3200114077,001 MEMBLEY,MEMBLEY,270257.0772,9870992.878
10950,3200110950,001 MEMBLEY,MEMBLEY,268800.5197,9871825.516
17909,3200117909,001 MEMBLEY,MEMBLEY,270252.7426,9870983.197
11050,3200111050,001 MEMBLEY,MEMBLEY,268792.6447,9871811.04
10962,3200110962,001 MEMBLEY,MEMBLEY,270244.7538,9870972.223
9339,3200209339,001 MEMBLEY,MEMBLEY,270585.4224,9871127.814
6159,3200106159,001 MEMBLEY,MEMBLEY,268721.599,9871737.012
5517,3200105517,001 MEMBLEY,MEMBLEY,270239.8158,9870950.559
20418,3200120418,001 MEMBLEY,MEMBLEY,268678.4807,9871684.057
10058,3200210058,001 MEMBLEY,MEMBLEY,270214.0941,9870932.992
14920,3200114920,001 MEMBLEY,MEMBLEY,268670.5659,9871673.323
20994,3200120994,001 MEMBLEY,MEMBLEY,270206.2542,9870921.52
6151,3200106151,001 MEMBLEY,MEMBLEY,268701.9396,9871650.303
11253,3200111253,001 MEMBLEY,MEMBLEY,270192.2294,9870893.472
12232,3200112232,001 MEMBLEY,MEMBLEY,268708.511,9871645.773
5409,3200105409,001 MEMBLEY,MEMBLEY,270371.8851,9871100.449
12269,3200112269,001 MEMBLEY,MEMBLEY,268719.9117,9871634.519
15426,3200115426,001 MEMBLEY,MEMBLEY,270374.6652,9871053.924
10890,3200110890,001 MEMBLEY,MEMBLEY,268773.6756,9871491.659
5406,3200105406,001 MEMBLEY,MEMBLEY,270362.0742,9871039.86
11552,3200111552,001 MEMBLEY,MEMBLEY,268773.8448,9871488.709
5452,3200105452,001 MEMBLEY,MEMBLEY,270351.8661,9871023.289
19271,3200219271,001 MEMBLEY,MEMBLEY,268756.6938,9871472.862
5472,3200105472,001 MEMBLEY,MEMBLEY,270343.3123,9871002.368
10960,3200110960,001 MEMBLEY,MEMBLEY,268668.0866,9871512.374
5611,3200105611,001 MEMBLEY,MEMBLEY,270332.214,9870997.521
10881,3200110881,001 MEMBLEY,MEMBLEY,268681.1747,9871502.503
5505,3200105505,001 MEMBLEY,MEMBLEY,270329.2894,9870993.17
12557,3200112557,001 MEMBLEY,MEMBLEY,268765.1356,9871448.074
5473,3200105473,001 MEMBLEY,MEMBLEY,270325.1204,9870985.351
18158,3200118158,001 MEMBLEY,MEMBLEY,268793.593,9871429.551
8659,3200108659,001 MEMBLEY,MEMBLEY,270314.7386,9870973.86
12257,3200112257,001 MEMBLEY,MEMBLEY,268801.3717,9871423.418
5421,3200105421,001 MEMBLEY,MEMBLEY,270301.7822,9870956.356
6889,3200106889,001 MEMBLEY,MEMBLEY,268899.2489,9871620.733
5502,3200105502,001 MEMBLEY,MEMBLEY,270298.7968,9870953.792
1099,320011099,001 MEMBLEY,MEMBLEY,268899.4535,9871645.305
10929,3200110929,001 MEMBLEY,MEMBLEY,270294.7231,9870942.636
10885,3200110885,001 MEMBLEY,MEMBLEY,268901.4007,9871646.597
6886,3200106886,001 MEMBLEY,MEMBLEY,270288.1063,9870933.046
10885,3200110885,001 MEMBLEY,MEMBLEY,268913.2658,9871659.675
9335,3200109335,001 MEMBLEY,MEMBLEY,270276.0577,9870917.239
13005,3200113005,001 MEMBLEY,MEMBLEY,268970.2367,9871697.58
11042,3200111042,001 MEMBLEY,MEMBLEY,270260.1369,9870882.868
12256,3200112256,001 MEMBLEY,MEMBLEY,268982.2786,9871747.859
9604,3200109604,001 MEMBLEY,MEMBLEY,270249.5025,9870882.094
22045,3200122045,001 MEMBLEY,MEMBLEY,269011.1449,9871778.812
5559,3200105559,001 MEMBLEY,MEMBLEY,270361.733,9870978.078
6919,3200106919,001 MEMBLEY,MEMBLEY,269069.8497,9871780.071
5568,3200105568,001 MEMBLEY,MEMBLEY,270367.4478,9870977.917
9327,3200109327,001 MEMBLEY,MEMBLEY,269090.6179,9871771.939
15418,3200115418,001 MEMBLEY,MEMBLEY,270379.2864,9870976.414
10895,3200110895,001 MEMBLEY,MEMBLEY,269115.3061,9871756.675
5797,3200105797,001 MEMBLEY,MEMBLEY,270415.1488,9870979.832
10952,3200110952,001 MEMBLEY,MEMBLEY,268975.9594,9871838.53
5616,3200105616,001 MEMBLEY,MEMBLEY,270432.8329,9870976.951
5543,3200105543,001 MEMBLEY,MEMBLEY,270377.8342,9871033.797
10935,3200110935,001 MEMBLEY,MEMBLEY,268930.2084,9871862.262
5600,3200105600,001 MEMBLEY,MEMBLEY,270393.2527,9871033.624
17401,3200217401,001 MEMBLEY,MEMBLEY,268973.6719,9871845.699
5511,3200105511,001 MEMBLEY,MEMBLEY,270403.2152,9871035.106
10903,3200110903,001 MEMBLEY,MEMBLEY,269001.0726,9871674.1
14977,3200114977,001 MEMBLEY,MEMBLEY,270457.0263,9871029.081
7957,3200107957,001 MEMBLEY,MEMBLEY,270416.7053,9871033.272
10908,3200110908,001 MEMBLEY,MEMBLEY,269092.0671,9871667.881
5518,3200105518,001 MEMBLEY,MEMBLEY,270403.7156,9871035.788
6907,3200106907,001 MEMBLEY,MEMBLEY,269098.1393,9871661.231
5510,3200105510,001 MEMBLEY,MEMBLEY,270380.5582,9871038.463
16897,3200216897,001 MEMBLEY,MEMBLEY,269116.9356,9871685.264
10963,3200110963,001 MEMBLEY,MEMBLEY,268897.4668,9872052.122
10898,3200110898,001 MEMBLEY,MEMBLEY,269124.6824,9871697.473
10886,3200110886,001 MEMBLEY,MEMBLEY,268898.4513,9872050.592
6146,3200106146,001 MEMBLEY,MEMBLEY,269078.969,9871590.412
12993,3200112993,001 MEMBLEY,MEMBLEY,268854.8168,9872043.574
6157,3200106157,001 MEMBLEY,MEMBLEY,269096.1146,9871588.341
508,3200100508,001 MEMBLEY,MEMBLEY,268966.5818,9872026.457
6155,3200106155,001 MEMBLEY,MEMBLEY,269150.7819,9871604.806
20759,3200120759,001 MEMBLEY,MEMBLEY,269027.485,9871939.236
567,3200100567,001 MEMBLEY,MEMBLEY,269040.4135,9871944.499
11232,3200111232,001 MEMBLEY,MEMBLEY,269186.1912,9871644.723
6194,3200106194,001 MEMBLEY,MEMBLEY,269108.2883,9871965.342
11763,3200111763,001 MEMBLEY,MEMBLEY,269191.0277,9871653.04
6007,3200206007,001 MEMBLEY,MEMBLEY,269123.0434,9871984.616
6156,3200106156,001 MEMBLEY,MEMBLEY,269133.0848,9871549.344
11046,3200111046,001 MEMBLEY,MEMBLEY,269127.0141,9871984.471
10984,3200110984,001 MEMBLEY,MEMBLEY,269210.3321,9871515.74
19354,3200119354,001 MEMBLEY,MEMBLEY,269183.8739,9872047.501
6891,3200106891,001 MEMBLEY,MEMBLEY,269229.5183,9871539.387
6196,3200106196,001 MEMBLEY,MEMBLEY,269186.8878,9872061.753
6934,3200106934,001 MEMBLEY,MEMBLEY,269254.6573,9871567.554
14423,3200214423,001 MEMBLEY,MEMBLEY,269203.1464,9872080.291
10938,3200110938,001 MEMBLEY,MEMBLEY,269146.8957,9871464.651
16248,3200116248,001 MEMBLEY,MEMBLEY,269084.2742,9871921.286
10965,3200110965,001 MEMBLEY,MEMBLEY,268824.3009,9871428.744
13792,3200113792,001 MEMBLEY,MEMBLEY,269123.5156,9871897.092
12254,3200112254,001 MEMBLEY,MEMBLEY,268832.7749,9871410.759
6914,3200106914,001 MEMBLEY,MEMBLEY,269213.648,9871953.437
6145,3200106145,001 MEMBLEY,MEMBLEY,268849.8401,9871416.983
12265,3200112265,001 MEMBLEY,MEMBLEY,269232.4121,9871971.036
6916,3200106916,001 MEMBLEY,MEMBLEY,269233.8419,9871969.397
14266,3200114266,001 MEMBLEY,MEMBLEY,268893.2162,9871472.741
12265,3200112265,001 MEMBLEY,MEMBLEY,269238.3771,9871984.037
12246,3200112246,001 MEMBLEY,MEMBLEY,268904.5827,9871482.538
6922,3200106922,001 MEMBLEY,MEMBLEY,269251.225,9871997.779
13002,3200213002,001 MEMBLEY,MEMBLEY,268923.7568,9871522.756
6885,3200106885,001 MEMBLEY,MEMBLEY,269272.6898,9872026.644
10902,3200110902,001 MEMBLEY,MEMBLEY,269206.4369,9871438.334
12038,3200112038,001 MEMBLEY,MEMBLEY,269296.9605,9872049.63
11305,3200111305,001 MEMBLEY,MEMBLEY,269204.7852,9871438.849
16233,3200116233,001 MEMBLEY,MEMBLEY,269246.9436,9871991.545
6164,3200106164,001 MEMBLEY,MEMBLEY,269270.8324,9871801.049
10956,3200110956,001 MEMBLEY,MEMBLEY,269246.9025,9871414.639
6664,3200106664,001 MEMBLEY,MEMBLEY,269296.5044,9871785.362
527,3200100527,001 MEMBLEY,MEMBLEY,269252.7857,9871412.487
6906,3200106906,001 MEMBLEY,MEMBLEY,269349.5495,9871761.861
6890,3200106890,001 MEMBLEY,MEMBLEY,269288.2868,9871403.093
6176,3200106176,001 MEMBLEY,MEMBLEY,269375.4895,9871836.408
12274,3200112274,001 MEMBLEY,MEMBLEY,269139.1906,9871370.485
10915,3200110915,001 MEMBLEY,MEMBLEY,269336.406,9871847.772
6166,3200106166,001 MEMBLEY,MEMBLEY,269149.671,9871374.216
11557,3200111557,001 MEMBLEY,MEMBLEY,269404.3708,9871821.498
6935,3200106935,001 MEMBLEY,MEMBLEY,269158.8556,9871369.796
6693,3200106693,001 MEMBLEY,MEMBLEY,269437.522,9871701.665
6167,3200106167,001 MEMBLEY,MEMBLEY,269169.2429,9871352.829
6689,3200106689,001 MEMBLEY,MEMBLEY,269448.3846,9871715.572
10957,3200110957,001 MEMBLEY,MEMBLEY,269247.5443,9871323.945
10060,3200210060,001 MEMBLEY,MEMBLEY,269568.7935,9871650.294
12245,3200112245,001 MEMBLEY,MEMBLEY,269296.6431,9871318.082
11582,3200111582,001 MEMBLEY,MEMBLEY,269623.8102,9871620.121
11564,3200111564,001 MEMBLEY,MEMBLEY,269500.4059,9871039.494
6423,3200106423,001 MEMBLEY,MEMBLEY,269732.3646,9871552.512
6218,3200106218,001 MEMBLEY,MEMBLEY,269463.0904,9871068.739
6421,3200106421,001 MEMBLEY,MEMBLEY,269775.4525,9871520.173
6197,3200106197,001 MEMBLEY,MEMBLEY,269467.308,9871086.089
7051,3200207051,001 MEMBLEY,MEMBLEY,269821.4614,9871502.105
6163,3200106163,001 MEMBLEY,MEMBLEY,269463.8465,9871100.317
9326,3200109326,001 MEMBLEY,MEMBLEY,269861.4591,9871483.627
12238,3200112238,001 MEMBLEY,MEMBLEY,269413.3631,9871091.224
7769,3200107769,001 MEMBLEY,MEMBLEY,269894.0543,9871540.408
6220,3200106220,001 MEMBLEY,MEMBLEY,269423.3924,9871083.162
12563,3200112563,001 MEMBLEY,MEMBLEY,269914.1996,9871572.019
11786,3200111786,001 MEMBLEY,MEMBLEY,269423.5648,9871101.54
9055,3200109055,001 MEMBLEY,MEMBLEY,269928.5116,9871588.232
6160,3200106160,001 MEMBLEY,MEMBLEY,269433.444,9871114.876
7382,3200107382,001 MEMBLEY,MEMBLEY,269951.2682,9871626.241
15141,3200215141,001 MEMBLEY,MEMBLEY,269298.269,9871100.269
5514,3200105514,001 MEMBLEY,MEMBLEY,270004.9895,9871642.023
20930,3200120930,001 MEMBLEY,MEMBLEY,269289.7589,9871016.131
17011,3200117011,001 MEMBLEY,MEMBLEY,269958.1984,9871486.481
13121,3200113121,001 MEMBLEY,MEMBLEY,269314.1537,9871016.922
6422,3200106422,001 MEMBLEY,MEMBLEY,270014.727,9871545.105
20750,3200120750,001 MEMBLEY,MEMBLEY,270002.4521,9871534.46
2050,320012050,001 MEMBLEY,MEMBLEY,269330.7688,9871009.119
693,3200100693,001 MEMBLEY,MEMBLEY,269969.3744,9871503.061
6212,3200106212,001 MEMBLEY,MEMBLEY,269313.9799,9871156.762
17912,3200117912,001 MEMBLEY,MEMBLEY,269959.9384,9871466.721
6210,3200106210,001 MEMBLEY,MEMBLEY,269288.4995,9871164.319
